stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type
392,,"FIJI WY/ADMIRALTY WY",,  33.976826,-118.439466,,,0
393,,"SEPULVEDA BLVD/SLAUSON AVE",,  33.988840,-118.395513,,,0
395,,"SEPULVEDA BLVD/EXPOSITION BL (EXPO)",,  34.035640,-118.434242,,,0
40,,"WASHINGTON BLVD/CATTARAUGUS AVE",,  34.030452,-118.380790,,,0
400,,"CCHS",,  34.007509,-118.401859,,,0
401,,"E.A. WAY / JEFFERSON BLVD NE",,  33.973311,-118.428362,,,0
402,,"JEFFERSON BLVD / ALLA RD SE",,  33.974642,-118.424036,,,0
403,,"JEFFERSON BLVD / BEETHOVEN ST SE",,  33.976084,-118.420789,,,0
404,,"JEFFERSON BLVD / MCCONNELL AVE SE",,  33.977015,-118.418665,,,0
405,,"JEFFERSON BLVD / WESTLAWN AVE SE",,  33.979144,-118.413721,,,0
406,,"CAMPUS CENTER DR / JEFFERSON BLVD SW",,  33.981017,-118.409012,,,0
407,,"CAMPUS CENTER DR / MILLENNIUM DR SW",,  33.979360,-118.407879,,,0
408,,"BLUFF CREEK DR / CAMPUS CENTER DR SE",,  33.977578,-118.406384,,,0
409,,"BLUFF CREEK DR / ARTISANS WAY SE",,  33.981706,-118.402374,,,0
41,,"WASHINGTON BLVD/ROBERTS AVE",,  34.031095,-118.378370,,,0
410,,"BLUFF CREEK DR / CENTINELA AVE SE",,  33.983682,-118.401046,,,0
411,,"JEFFERSON BLVD / ALLA RD NE",,  33.974897,-118.424174,,,0
412,,"JEFFERSON BLVD / BEETHOVEN ST NW",,  33.976160,-118.421212,,,0
413,,"JEFFERSON BLVD / MCCONNELL AVE NW",,  33.977058,-118.419176,,,0
414,,"JEFFERSON BLVD / WESTLAWN AVE NE",,  33.979372,-118.413867,,,0
415,,"JEFFERSON BLVD / CENTINELA AVE NW",,  33.981278,-118.409520,,,0
416,,"CAMPUS CTR DR / WATERFRONT DR NE",,  33.979979,-118.408041,,,0
417,,"BLUFF CREEK DR / CAMPUS CENTER DR NE",,  33.977745,-118.406482,,,0
418,,"BLUFF CREEK DR / ARTISANS WAY SW",,  33.981733,-118.402584,,,0
419,,"BLUFF CREEK DR / CENTINELA AVE SW",,  33.983728,-118.401233,,,0
42,,"WASHINGTON BLVD/LA CIENEGA/ADAMS",,  34.032659,-118.373650,,,0
421,,"MESMER AVE / TEALE ST SE",,  33.985685,-118.400489,,,0
43,,"FAIRFAX AVE/ELECTRIC DR",,  34.035568,-118.369209,,,0
435,,"INCE PARKING GARAGE",,  34.025225,-118.391711,,,0
436,,"INCE PARKING GARAGE",,  34.024722,-118.392961,,,0
44,,"WASHINGTON BLVD/FAIRFAX AVE",,  34.034720,-118.369361,,,0
45,,"WASHINGTON BLVD/COMEY AVE",,  34.033163,-118.373046,,,0
46,,"WASHINGTON BLVD/LA CIENEGA BLVD",,  34.032348,-118.374962,,,0
47,,"WASHINGTON BLVD/LA CIENEGA AVE",,  34.031260,-118.378623,,,0
48,,"WASHINGTON BLVD/CATTARAUGUS AVE",,  34.030466,-118.381659,,,0
49,,"WASHINGTON BLVD/HELMS AVE",,  34.029899,-118.383772,,,0
51,,"WASHINGTON BLVD/ROBERTSON BLVD",,  34.025813,-118.390662,,,0
52,,"CULVER BLVD/MAIN ST",,  34.024651,-118.394070,,,0
53,,"WASHINGTON BLVD/HUGHES AVE",,  34.021842,-118.397341,,,0
54,,"WASHINGTON BLVD/CLARINGTON AVE",,  34.020976,-118.398853,,,0
55,,"WASHINGTON BLVD/JASMINE AVE",,  34.020062,-118.400346,,,0
56,,"WASHINGTON BLVD/MOTOR AVE",,  34.018789,-118.402477,,,0
57,,"WASHINGTON BLVD/OVERLAND AVE",,  34.017083,-118.405330,,,0
58,,"WASHINGTON BLVD/CULVER CENTER",,  34.015967,-118.406664,,,0
59,,"WASHINGTON BLVD/ELENDA ST",,  34.013363,-118.409509,,,0
6,,"WASHINGTON BLVD/PACIFIC AVE",,  33.979845,-118.465264,,,0
60,,"WASHINGTON BLVD/PROSPECT AVE",,  34.012339,-118.410261,,,0
61,,"WASHINGTON BLVD/HARTER AVE",,  34.009543,-118.411808,,,0
62,,"WASHINGTON BLVD/SEPULVEDA BLVD",,  34.007527,-118.412931,,,0
63,,"WASHINGTON BLVD/SAWTELLE BLVD",,  34.004059,-118.414855,,,0
64,,"WASHINGTON BLVD/BERRYMAN AVE",,  34.001121,-118.416463,,,0
65,,"WASHINGTON BLVD/EAST BLVD",,  33.999663,-118.418411,,,0
66,,"WASHINGTON BLVD/INGLEWOOD BLVD",,  33.997720,-118.422726,,,0
67,,"WASHINGTON BLVD/GRAND VIEW BLVD",,  33.997380,-118.425825,,,0
68,,"WASHINGTON BLVD/CENTINELA AVE",,  33.997123,-118.428210,,,0
69,,"WASHINGTON BLVD/WASHINGTON PL",,  33.996997,-118.434209,,,0
7,,"WASHINGTON BLVD/VIA DOLCE",,  33.980894,-118.463570,,,0
70,,"WASHINGTON BLVD/MEIER ST",,  33.996240,-118.436495,,,0
71,,"WASHINGTON BLVD/BEETHOVEN ST",,  33.995412,-118.438143,,,0
72,,"WASHINGTON BLVD/REDWOOD AVE",,  33.993351,-118.442264,,,0
73,,"WASHINGTON BLVD/GLENCOE AVE",,  33.991593,-118.445775,,,0
74,,"WASHINGTON BLVD/LINCOLN BLVD",,  33.990269,-118.448435,,,0
75,,"WASHINGTON BLVD/ABBOT KINNEY",,  33.988081,-118.452592,,,0
76,,"WASHINGTON BLVD/OXFORD AVE",,  33.986723,-118.454788,,,0
77,,"WASHINGTON BLVD/WILSON AVE",,  33.985100,-118.457357,,,0
78,,"WASHINGTON BLVD/OCEAN AVE",,  33.982544,-118.461357,,,0
79,,"WASHINGTON BLVD/DELL AVE",,  33.981239,-118.463439,,,0
8,,"WASHINGTON BLVD/VIA MARINA",,  33.982367,-118.461153,,,0
80,,"WASHINGTON BLVD/STRONGS DR",,  33.980104,-118.465281,,,0
83,,"PACIFIC AVE/S VENICE BLVD",,  33.984812,-118.469793,,,0
84,,"VENICE HIGH SCHOOL/VENICE BLVD",,  33.998074,-118.444243,,,0
85,,"VENICE BLVD/WADE ST",,  34.001419,-118.437713,,,0
86,,"VENICE BLVD/CENTINELA AVE",,  34.003419,-118.433712,,,0
87,,"INGLEWOOD BLVD/CULVER BLVD",,  33.994914,-118.418022,,,0
88,,"INGLEWOOD BLVD/BRADDOCK DR",,  33.992713,-118.414690,,,0
89,,"INGLEWOOD BLVD/ALLIN ST",,  33.991450,-118.413394,,,0
9,,"WASHINGTON BLVD/PALAWAN WAY",,  33.983925,-118.458711,,,0
90,,"INGLEWOOD BLVD/BRAY ST",,  33.988059,-118.410131,,,0
91,,"INGLEWOOD BLVD/LUCILLE AVE",,  33.985631,-118.407444,,,0
92,,"INGLEWOOD BLVD/JUNIETTE ST",,  33.984484,-118.406079,,,0
93,,"JEFFERSON BLVD/INGLEWOOD BLVD",,  33.983926,-118.404765,,,0
94,,"JEFFERSON BLVD/MESMER AVE",,  33.986160,-118.401375,,,0
941,,"BRISTOL PKWY/CENTINELA AVE",,  33.981396,-118.392078,,,0
942,,"SLAUSON AVE/SEPULVEDA BLVD SW",,  33.988496,-118.395698,,,0
943,,"SLAUSON AVE/SEPULVEDA BLVD NW",,  33.988807,-118.395648,,,0
95,,"CULVER CITY TRANSIT CENTER",,  33.988171,-118.394765,,,0
950,,"CULVER CITY TRANSIT CENTER",,  33.988178,-118.394630,,,0
96,,"JEFFERSON BLVD/MESMER AVE",,  33.986277,-118.401643,,,0
97,,"JEFFERSON BLVD/MARGARET AVE",,  33.985047,-118.403491,,,0
98,,"INGLEWOOD BLVD/JUNIETTE ST",,  33.984355,-118.405626,,,0
99,,"INGLEWOOD BLVD/ANETA ST",,  33.986119,-118.407716,,,0
