stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
S1X23,,"Harbor Freeway",,  33.928686,-118.280738,,,0,
S1X24,,"Figueroa St & Imperial HWY",,  33.928757,-118.282599,,,0,
S1X31,,"Vermont Ave & Rosecrans Ave",,  33.901426,-118.291965,,,0,
S1X32,,"Vermont Ave & 146th St",,  33.899156,-118.291974,,,0,
S1X33,,"Vermont Ave & 149th St",,  33.896280,-118.291987,,,0,
S1X34,,"Vermont Ave & Marine Ave",,  33.894303,-118.292033,,,0,
S1X35,,"Vermont Ave & Redondo Beach Bl",,  33.892071,-118.292040,,,0,
S1X36,,"Vermont Ave & 155th St",,  33.890953,-118.291987,,,0,
S1X37,,"Vermont Ave & Magnolia Ave",,  33.888998,-118.291903,,,0,
S1X39,,"Vermont Ave & 161st St",,  33.885000,-118.291739,,,0,
S1X40,,"Vermont Ave & 163rd St",,  33.883599,-118.291661,,,0,
S1X41,,"Vermont Ave & Gardena Bl",,  33.881789,-118.291365,,,0,
S1X42,,"Gardena Bl & Berendo Ave",,  33.881597,-118.293303,,,0,
S1X43,,"Gardena Bl & Budlong Ave",,  33.881520,-118.295933,,,0,
S1X44,,"Gardena Bl & Raymond Ave",,  33.881467,-118.297912,,,0,
S1X45,,"166th St & Brighton Ave",,  33.880146,-118.300626,,,0,
S1X46,,"166th St & Halldale Ave",,  33.880209,-118.301872,,,0,
S1X47,,"166th St & Denker Ave",,  33.880194,-118.304183,,,0,
S1X48,,"166th St & Harvard Bl",,  33.880157,-118.306903,,,0,
S1X49,,"166th St & Western Ave",,  33.880192,-118.308974,,,0,
S1X50,,"Western Ave & Gardena Bl",,  33.882347,-118.309102,,,0,
S1X51,,"Western Ave & 162nd St",,  33.884099,-118.309113,,,0,
S1X52,,"Western Ave & 158th St",,  33.887261,-118.309095,,,0,
S1X53,,"Western Ave & Redondo Beach Bl",,  33.888273,-118.309078,,,0,
S1X54,,"Western Ave & 154th Pl",,  33.890881,-118.309075,,,0,
S1X55,,"Western Ave & 153rd St",,  33.893374,-118.309057,,,0,
S1X56,,"Marine Ave & Western Ave",,  33.894704,-118.309656,,,0,
S1X57,,"Marine Ave & Gramercy Pl",,  33.894672,-118.313390,,,0,
S1X58,,"Marine Ave & Cimarron Ave",,  33.894715,-118.316202,,,0,
S1X59,,"Marine Ave & Van Ness Ave",,  33.894713,-118.317646,,,0,
S1X60,,"Marine Ave & Dublin Ave",,  33.894725,-118.322027,,,0,
S1X61,,"Marine Ave & Miller Ave",,  33.894717,-118.324535,,,0,
S1X62,,"Marine Ave & Crenshaw Bl",,  33.894748,-118.326837,,,0,
S1X63,,"Marine Ave & Chadron Ave",,  33.894717,-118.328957,,,0,
S1X64,,"Marine Ave & Lemoli Ave",,  33.894717,-118.331090,,,0,
S1X65,,"Marine Ave & Yukon Ave",,  33.894707,-118.334997,,,0,
S1X66,,"Marine Ave & Cranbrook Ave",,  33.894710,-118.336916,,,0,
S1X67,,"Marine Ave & Bodger Ave",,  33.894707,-118.338426,,,0,
S1X68,,"Marine Ave & Prarie Ave",,  33.894708,-118.343618,,,0,
S1X69,,"Marine Ave & Freeman Ave",,  33.894666,-118.348747,,,0,
S1X70,,"Marine Ave & Hawthorne Bl",,  33.894675,-118.352230,,,0,
S1X71,,"Marine Ave & Firmona Av",,  33.894685,-118.356162,,,0,
S1X72,,"Marine Ave & Inglewood Av",,  33.894670,-118.361817,,,0,
S1X73,,"Marine Ave & Redondo Beach Station",,  33.894630,-118.368662,,,0,
W301,,"MLK Transit Center",,  33.898112,-118.223258,,,0,
W302,,"Myrrh St & Acacia Ave",,  33.892253,-118.225991,,,0,
W303,,"Compton Bl & Acacia Ave",,  33.895975,-118.226899,,,0,
W304,,"Compton Bl & Orleander Ave",,  33.895947,-118.228578,,,0,
W305,,"Compton Bl & Aranbe Ave",,  33.895914,-118.231752,,,0,
W306,,"Compton Bl & Matthisen Ave",,  33.895905,-118.233713,,,0,
W307,,"Wilmington Ave & Compton Bl",,  33.895528,-118.237623,,,0,
W308,,"Wilmington Ave & Laurel St",,  33.893033,-118.237395,,,0,
W309,,"Wilmington Ave & Alondra Bl",,  33.888808,-118.237125,,,0,
W310,,"Alondra Bl & Dwight Ave",,  33.888552,-118.240810,,,0,
W311,,"Alondra Bl & Northwood Ave",,  33.888535,-118.243727,,,0,
W312,,"Alondra Bl & Nestor Ave",,  33.888517,-118.246828,,,0,
W313,,"Alondra Bl & Central Ave",,  33.888275,-118.250435,,,0,
W314,,"Alondra Bl & Aprilla Ave",,  33.886587,-118.254435,,,0,
W315,,"Alondra Bl & Clymar Ave",,  33.886276,-118.257441,,,0,
W316,,"Alondra Bl & McKinley Ave",,  33.886270,-118.259310,,,0,
W317,,"Alondra Bl & Haskins Ln",,  33.886205,-118.261669,,,0,
W318,,"Alondra Bl & Avalon Bl",,  33.886088,-118.265027,,,0,
W319,,"Alondra Bl & Maple Ave",,  33.885905,-118.270764,,,0,
W320,,"Main St & Alondra Bl",,  33.885387,-118.275968,,,0,
W321,,"Main St & Gardena Bl",,  33.882280,-118.275838,,,0,
W322,,"Gardena Bl & Broadway",,  33.882031,-118.278036,,,0,
W323,,"Gardena Bl & Figueroa St",,  33.881897,-118.283263,,,0,
W324,,"Gardena Bl & Hoover St",,  33.881769,-118.287200,,,0,
W328,,"Redondo Beach Bl & Vermont Ave",,  33.892448,-118.292439,,,0,
W329,,"Redondo Beach Bl & Catalina Ave",,  33.892380,-118.295335,,,0,
W330,,"Redondo Beach Bl & Budlong Ave",,  33.892366,-118.296485,,,0,
W331,,"Redondo Beach Bl & Raymond Ave",,  33.892007,-118.298536,,,0,
W333,,"Redondo Beach Bl & Denker Ave",,  33.889865,-118.304990,,,0,
W334,,"Redondo Beach Bl & Western Ave",,  33.888741,-118.308594,,,0,
W335,,"Redondo Beach Bl & Gramercy Pl",,  33.887003,-118.313850,,,0,
W336,,"Redondo Beach Bl & Van Ness Ave",,  33.885636,-118.318199,,,0,
W337,,"Redondo Beach Bl & Arcturus Ave",,  33.884096,-118.323008,,,0,
W338,,"Redondo Beach Bl & Crenshaw Bl",,  33.883101,-118.326152,,,0,
W339,,"Redondo Beach Bl & Yukon Ave",,  33.880272,-118.334873,,,0,
W340,,"Redondo Beach Bl & Ainsworth Ave",,  33.878740,-118.339664,,,0,
W341,,"Redondo Beach Bl & Prarie Ave",,  33.877061,-118.344825,,,0,
W342,,"Redondo Beach Bl & Freeman Ave",,  33.875802,-118.348698,,,0,
W343,,"Hawthorne Bl & Artesia Bl",,  33.872141,-118.352856,,,0,
W344,,"Hawthorne Bl & 179th St",,  33.868293,-118.352693,,,0,
W345,,"Hawthorne Bl & 182nd St",,  33.865775,-118.352696,,,0,
W346,,"Kingsdale Ave & 182nd St",,  33.865838,-118.356474,,,0,
W401,,"Harbor Gateway Transit Center",,  33.869322,-118.287291,,,0,
W402,,"182nd St & Budlong Ave",,  33.866423,-118.297064,,,0,
W403,,"Normandie Ave & 182nd St",,  33.866377,-118.299194,,,0,
W404,,"Normandie Ave & 178th St",,  33.869489,-118.299088,,,0,
W405,,"Normandie Ave & 177th St",,  33.870315,-118.299056,,,0,
W406,,"Normandie Ave & Artesia Bl",,  33.873713,-118.298822,,,0,
W407,,"Normandie Ave & 170th St",,  33.876966,-118.299446,,,0,
W408,,"Normandie Ave & 166th St",,  33.879808,-118.299762,,,0,
W409,,"Normandie Ave & 162nd St",,  33.883543,-118.299535,,,0,
W410,,"Normandie Ave & 160th St",,  33.885593,-118.299425,,,0,
W411,,"Normandie Ave & Magnolia Ave",,  33.888451,-118.299314,,,0,
W412,,"Normandie Ave & Redondo Beach Bl",,  33.891213,-118.300034,,,0,
W413,,"Normandie Ave & Marine Ave",,  33.894456,-118.300385,,,0,
W414,,"Normandie Ave & 149th St",,  33.896796,-118.300418,,,0,
W415,,"Normandie Ave & 145th Pl",,  33.899522,-118.300418,,,0,
W416,,"Normandie Ave & Rosecrans Ave",,  33.901650,-118.300374,,,0,
W417,,"Normandie Ave & 139th St",,  33.905817,-118.300367,,,0,
W418,,"135th St & Normandie Ave",,  33.909215,-118.300893,,,0,
W419,,"135th St & Halldale Ave",,  33.909247,-118.302698,,,0,
W420,,"135th St & Western Ave",,  33.909209,-118.309650,,,0,
W421,,"135th St & Wilton Pl",,  33.909193,-118.313690,,,0,
W422,,"Van Ness Ave & 135th St",,  33.908913,-118.317850,,,0,
W423,,"Van Ness Ave & 139th St",,  33.905722,-118.317911,,,0,
W424,,"Van Ness Ave & Rosecrans Ave",,  33.902464,-118.317921,,,0,
W425,,"Van Ness Ave & 144th St",,  33.900803,-118.317926,,,0,
W426,,"Van Ness Ave & 147th St",,  33.898433,-118.317932,,,0,
W427,,"Van Ness Ave & Marine Ave",,  33.894425,-118.317926,,,0,
W428,,"Van Ness Ave & 154th St",,  33.891265,-118.317839,,,0,
W429,,"Van Ness Ave & 156th St",,  33.889344,-118.317895,,,0,
W430,,"Van Ness Ave & Manhattan Beach Bl",,  33.887577,-118.317888,,,0,
W431,,"Manhattan Beach Bl & Purche Ave",,  33.887444,-118.320755,,,0,
W432,,"Manhattan Beach Bl & Marigold Ave",,  33.887514,-118.323782,,,0,
W433,,"Manhattan Beach Bl & Crenshaw Bl",,  33.887526,-118.326251,,,0,
W501,,"Imperial Rosa Parks Station",,  33.928608,-118.238286,,,0,
W502,,"120th St & Wilmington Ave",,  33.924668,-118.239412,,,0,
W504,,"120th St & Compton Bl",,  33.923843,-118.246020,,,0,
W505,,"Compton Bl & 124th St",,  33.920057,-118.246276,,,0,
W506,,"Compton Bl & El Segundo Bl",,  33.916523,-118.246266,,,0,
W507,,"El Segundo Bl & Slater Ave",,  33.916300,-118.248778,,,0,
W508,,"El Segundo Bl & Central Ave",,  33.916380,-118.254735,,,0,
W509,,"El Segundo Bl & Keene Ave",,  33.916408,-118.257434,,,0,
W510,,"El Segundo Bl & McKinley Ave",,  33.916384,-118.261315,,,0,
W511,,"El Segundo Bl & Avalon Bl",,  33.916466,-118.266030,,,0,
W512,,"El Segundo Bl & San Pedro St",,  33.916433,-118.269960,,,0,
W513,,"El Segundo Bl & Main St",,  33.916461,-118.274392,,,0,
W514,,"El Segundo Bl & Broadway",,  33.916486,-118.277985,,,0,
W515,,"El Segundo Bl & Hoover St",,  33.916483,-118.287397,,,0,
W516,,"El Segundo Bl & Vermont Ave",,  33.916485,-118.291300,,,0,
W517,,"El Segundo Bl & Budlong Ave",,  33.916495,-118.296260,,,0,
W518,,"El Segundo Bl & Normandie Ave",,  33.916493,-118.300077,,,0,
W519,,"El Segundo Bl & Halldale Ave",,  33.916496,-118.302196,,,0,
W520,,"El Segundo Bl & Denker Ave",,  33.916498,-118.304315,,,0,
W521,,"El Segundo Bl & Harvard Bl",,  33.916481,-118.306592,,,0,
W522,,"El Segundo Bl & Western Ave",,  33.916499,-118.308900,,,0,
W523,,"El Segundo Bl & Wilton Pl",,  33.916501,-118.314200,,,0,
W524,,"El Segundo Bl & Van Ness Ave",,  33.916456,-118.318090,,,0,
W525,,"El Segundo Bl & Wilkie Ave",,  33.916505,-118.322682,,,0,
W526,,"El Segundo Bl & Crenshaw Bl",,  33.916514,-118.327119,,,0,
W527,,"El Segundo Bl & Chadron Ave",,  33.916489,-118.329354,,,0,
W528,,"El Segundo Bl & Cerise Ave",,  33.916503,-118.332569,,,0,
W529,,"El Segundo Bl & Yukon Ave",,  33.916442,-118.335597,,,0,
W530,,"Wilmington Ave & Doty Ave",,  33.916465,-118.339739,,,0,
W531,,"El Segundo Bl & Cordary Ave",,  33.916456,-118.341394,,,0,
W532,,"El Segundo Bl & Prarie Ave",,  33.916436,-118.344329,,,0,
W533,,"El Segundo Bl & Oxford Ave",,  33.916426,-118.346240,,,0,
W534,,"El Segundo Bl & Birch Ave",,  33.916416,-118.350017,,,0,
W535,,"El Segundo Bl & Hawthorne Bl",,  33.916444,-118.352220,,,0,
W536,,"El Segundo Bl & Ramona Ave",,  33.916408,-118.357598,,,0,
W537,,"El Segundo Bl & Inglewood Ave",,  33.916400,-118.361068,,,0,
W538,,"El Segundo Bl & Shoup Ave",,  33.916479,-118.364078,,,0,
W539,,"El Segundo Bl & Oceangate Ave",,  33.916394,-118.366938,,,0,
W540,,"El Segundo Bl & Isis Ave",,  33.916437,-118.374640,,,0,
W541,,"El Segundo Bl & Aviation Bl",,  33.916450,-118.378054,,,0,
W542,,"Aviation Station",,  33.929576,-118.376365,,,0,
