stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url
4206,14206,CRESPI DR & 19TH AVE, ,37.720218,-122.475313, , 
4207,14207,CRESPI DR & VARELA AVE, ,37.7201,-122.47594, , 
4209,14209,40 CRESTLINE DR, ,37.750388,-122.446577, , 
4210,14210,74 CRESTLINE DR, ,37.751762,-122.446198, , 
4211,14211,FULTON ST & 33RD AVE, ,37.77223,-122.49318, , 
4212,14212,FULTON ST & 33RD AVE, ,37.7721,-122.49288, , 
4213,14213,FULTON ST & 36TH AVE, ,37.77208,-122.49634, , 
4214,14214,FULTON ST & 36TH AVE, ,37.77197,-122.49557, , 
4215,14215,FULTON ST & 37TH AVE, ,37.77192,-122.49679, , 
4216,14216,FULTON ST & 38TH AVE, ,37.77198,-122.49798, , 
4217,14217,FULTON ST & 40TH AVE, ,37.77189,-122.50009, , 
4218,14218,FULTON ST & 40TH AVE, ,37.77179,-122.49991, , 
4219,14219,FULTON ST & 43RD AVE, ,37.77177,-122.50306, , 
4220,14220,FULTON ST & 43RD AVE, ,37.77159,-122.50363, , 
4221,14221,FULTON ST & 46TH AVE, ,37.77159,-122.50704, , 
4222,14222,FULTON ST & 46TH AVE, ,37.77148,-122.50631, , 
4223,14223,FULTON ST & ARGUELLO BLVD, ,37.774354,-122.458416, , 
4224,14224,FULTON ST & ARGUELLO BLVD, ,37.774282,-122.458003, , 
4225,14225,FULTON ST & CLAYTON ST, ,37.775407,-122.449774, , 
4226,14226,FULTON ST & CLAYTON ST, ,37.77537,-122.44929, , 
4227,14227,FULTON ST & GREAT HWY, ,37.771421,-122.510792, , 
4228,14228,FULTON ST & LA PLAYA ST, ,37.77134,-122.50939, , 
4229,14229,FULTON ST & MASONIC AVE, ,37.775844,-122.446404, , 
4230,14230,FULTON ST & MASONIC AVE, ,37.775773,-122.446289, , 
4231,14231,FULTON ST & PARK PRESIDIO BLVD, ,37.77319,-122.47218, , 
4232,14232,FULTON ST & PARK PRESIDIO BLVD, ,37.77305,-122.47199, , 
4233,14233,FULTON ST & PARKER AVE, ,37.775014,-122.452868, , 
4234,14234,FULTON ST & SHRADER ST, ,37.77499,-122.45238, , 
4235,14235,FULTON ST & STANYAN ST, ,37.774756,-122.454519, , 
4236,14236,FULTON ST & STANYAN STW, ,37.774773,-122.454737, , 
4237,14237,FUNSTON AVE & PRESIDIO BLVD, ,37.798257,-122.456355, , 
4238,14238,FOWLER AVE & PORTOLA DR, ,37.744356,-122.453233, , 
4239,14239,GOLDEN GATE AVE & HYDE ST, ,37.781622,-122.41549, , 
4240,14240,GOLDEN GATE AVE & JONES ST, ,37.78207,-122.41193, , 
4241,14241,GOLDEN GATE AVE & LEAVENWORTH ST, ,37.781826,-122.413896, , 
4242,14242,GOLDEN GATE AVE & POLK ST, ,37.78123,-122.41833, , 
4243,14243,GOLDEN GATE AVE & VAN NESS AVE, ,37.78095,-122.42066, , 
4245,14245,GARFIELD ST & BEVERLY ST, ,37.719719,-122.471533, , 
4246,14246,GARFIELD ST & BRIGHT ST, ,37.719988,-122.463459, , 
4247,14247,GARFIELD ST & BRIGHT ST, ,37.719791,-122.463642, , 
4248,14248,GARFIELD ST & BYXBEE ST, ,37.719737,-122.469735, , 
4253,14253,GARFIELD ST & VERNON ST, ,37.719746,-122.467937, , 
4254,14254,GARFIELD ST & VICTORIA ST, ,37.719613,-122.465452, , 
4255,14255,GEARY BLVD & 3RD AVE, ,37.781277,-122.460938, , 
4256,14256,GEARY BLVD & 3RD AVE, ,37.781045,-122.461156, , 
4257,14257,GEARY BLVD & 6TH AVE, ,37.781134,-122.464159, , 
4258,14258,GEARY BLVD & 6TH AVE, ,37.780902,-122.464377, , 
4259,14259,GEARY BLVD & 9TH AVE, ,37.780982,-122.467644, , 
4260,14260,GEARY BLVD & 9TH AVE, ,37.780777,-122.467323, , 
4261,14261,GEARY BLVD & 12TH AVE, ,37.780839,-122.470601, , 
4262,14262,GEARY BLVD & 12TH AVE, ,37.780607,-122.470819, , 
4263,14263,GEARY BLVD & 17TH AVE, ,37.780597,-122.476045, , 
4264,14264,GEARY BLVD & 17TH AVE, ,37.780365,-122.476263, , 
4265,14265,GEARY BLVD & 20TH AVE, ,37.780453,-122.479266, , 
4266,14266,GEARY BLVD & 20TH AVE, ,37.780221,-122.479484, , 
4267,14267,GEARY BLVD & 22ND AVE, ,37.780346,-122.481398, , 
4268,14268,GEARY BLVD & 23RD AVE, ,37.780078,-122.482693, , 
4269,14269,GEARY BLVD & 25TH AVE, ,37.78022,-122.48461, , 
4270,14270,GEARY BLVD & 25TH AVE, ,37.779979,-122.484825, , 
4271,14271,GEARY BLVD & 28TH AVE, ,37.780005,-122.487806, , 
4272,14272,GEARY BLVD & 28TH AVE, ,37.779862,-122.488046, , 
4273,14273,GEARY BLVD & 30TH AVE, ,37.779959,-122.489972, , 
4274,14274,GEARY BLVD & 30TH AVE, ,37.779727,-122.49019, , 
4275,14275,GEARY BLVD & 32ND AVE, ,37.779611,-122.491943, , 
4276,14276,GEARY BLVD & 33RD AVE, ,37.77969,-122.4933, , 
4277,14277,GEARY BLVD & 33RD AVE, ,37.779735,-122.493112, , 
4278,14278,GEARY BLVD & 33RD AVE, ,37.779798,-122.493445, , 
4279,14279,GEARY BLVD & 33RD AVE, ,37.779574,-122.493399, , 
4280,14280,GEARY BLVD & 36TH AVE, ,37.779671,-122.496402, , 
4281,14281,GEARY BLVD & 36TH AVE, ,37.779439,-122.49662, , 
4282,14282,GEARY BLVD & 39TH AVE, ,37.779473,-122.500677, , 
4283,14283,GEARY BLVD & 39TH AVE, ,37.779286,-122.499829, , 
4284,14284,GEARY BLVD & 42ND AVE, ,37.779651,-122.502855, , 
4285,14285,GEARY BLVD & 42ND AVE, ,37.779151,-122.502775, , 
4286,14286,GEARY BLVD & 45TH AVE, ,37.779043,-122.506259, , 
4287,14287,GEARY BLVD & ARGUELLO BLVD, ,37.781376,-122.458737, , 
4288,14288,GEARY BLVD & ARGUELLO BLVD, ,37.781153,-122.458692, , 
4289,14289,GEARY BLVD & BAKER ST, ,37.782973,-122.442965, , 
4290,14290,GEARY BLVD & COLLINS ST, ,37.782242,-122.449992, , 
4291,14291,GEARY BLVD & COLLINS ST, ,37.782028,-122.449911, , 
4292,14292,GEARY BLVD & COMMONWEALTH ST, ,37.781528,-122.455677, , 
4293,14293,GEARY BLVD & DIVISADERO ST, ,37.783428,-122.439366, , 
4294,14294,GEARY BLVD & DIVISADERO ST, ,37.783178,-122.439572, , 
4295,14295,GEARY BLVD & FILLMORE ST, ,37.784391,-122.43305, , 
4296,14296,GEARY BLVD & FILLMORE ST, ,37.784257,-122.433313, , 
4297,14297,GEARY BLVD & FRANKLIN ST, ,37.78557,-122.42289, , 
4298,14298,GEARY BLVD & GOUGH ST, ,37.785434,-122.425082, , 
4299,14299,GEARY BLVD & HYDE ST, ,37.786351,-122.416611, , 
4300,14300,GEARY BLVD & JONES ST, ,37.786769,-122.413332, , 
4301,14301,GEARY BLVD & KEARNY ST, ,37.787997,-122.403656, , 
4302,14302,GEARY BLVD & LARKIN ST, ,37.786137,-122.41825, , 
4303,14303,GEARY BLVD & LEAVENWORTH ST, ,37.786556,-122.414971, , 
4304,14304,GEARY BLVD & LAGUNA ST, ,37.785033,-122.427811, , 
4305,14305,GEARY BLVD & LAGUNA ST, ,37.784854,-122.428155, , 
4306,14306,GEARY BLVD & MASON ST, ,37.78717,-122.41028, , 
4307,14307,CASTRO ST & 14TH ST, ,37.76761,-122.43558, , 
4308,14308,CASTRO ST & 14TH ST, ,37.76742,-122.43571, , 
4309,14309,CASTRO ST & 15TH ST, ,37.76583,-122.43557, , 
4310,14310,CASTRO ST & 15TH ST, ,37.76561,-122.43538, , 
4311,14311,CASTRO ST & 16TH ST, ,37.764164,-122.435254, , 
4312,14312,CASTRO ST & 16TH ST, ,37.76427,-122.43544, , 
4313,14313,CASTRO ST & 17TH ST, ,37.76237,-122.43508, , 
4314,14314,CASTRO ST & 18TH ST, ,37.760836,-122.434934, , 
4315,14315,CASTRO ST & 18TH ST, ,37.760863,-122.435048, , 
4316,14316,CASTRO ST & 19TH ST, ,37.75939,-122.43491, , 
4317,14317,CASTRO ST & 19TH ST, ,37.75916,-122.43479, , 
4318,14318,CASTRO ST & 20TH ST, ,37.75778,-122.43477, , 
4319,14319,CASTRO ST & 20TH ST, ,37.757632,-122.434636, , 
4320,14320,CASTRO ST & 21ST ST, ,37.755955,-122.434465, , 
4321,14321,CASTRO ST & 21ST ST, ,37.756098,-122.434625, , 
4322,14322,CASTRO ST & 22ND ST, ,37.75464,-122.43448, , 
4323,14323,CASTRO ST & 22ND ST, ,37.75441,-122.43431, , 
4324,14324,CASTRO ST & 23RD ST, ,37.752779,-122.434156, , 
4325,14325,CASTRO ST & 23RD ST, ,37.752895,-122.434316, , 
4326,14326,CASTRO ST & 24TH ST, ,37.7512,-122.43401, , 
4327,14327,CASTRO ST & 24TH ST, ,37.751315,-122.43411, , 
4328,14328,CASTRO ST & 25TH ST, ,37.74981,-122.43404, , 
4329,14329,CASTRO ST & 25TH ST, ,37.7496,-122.43383, , 
4330,14330,CASTRO ST & DUBOCE AVE, ,37.76918,-122.43596, , 
4331,14331,CASTRO ST & DUBOCE AVE, ,37.76895,-122.43571, , 
4332,14332,CASTRO ST & ELIZABETH ST, ,37.751886,-122.434053, , 
4333,14333,CASTRO ST & ELIZABETH ST, ,37.752083,-122.434248, , 
4334,14334,CASTRO ST & MARKET ST, ,37.762397,-122.435266, , 
4335,14335,CITY VIEW WAY & KNOLLVIEW WAY, ,37.748898,-122.451377, , 
4336,14336,CURTIS ST & PRAGUE ST, ,37.710209,-122.437955, , 
4337,14337,CARGO WAY & 3RD ST, ,37.74606,-122.38695, , 
4338,14338,CARGO WAY & 3RD ST, ,37.74577,-122.38665, , 
4339,14339,CARGO WAY & MENDELL ST, ,37.7439,-122.38338, , 
4340,14340,DUBOCE PORTAL/NOT A STOP, ,37.769427,-122.427254, , 
4341,14341,DALY CITY BART STATION, ,37.705764,-122.469273, , 
4342,14342,14 DAKOTA ST, ,37.75376,-122.39576, , 
4343,14343,101 DAKOTA ST, ,37.75374,-122.39565, , 
4344,14344,DAKOTA ST & 23RD ST, ,37.7547,-122.39656, , 
4345,14345,DAKOTA ST & 25TH ST, ,37.75268,-122.39468, , 
4346,14346,DAVIS ST & CALIFORNIA ST, ,37.79363,-122.3977, , 
4347,14347,DAVIS ST & PINE ST, ,37.792608,-122.397532, , 
4350,14350,DE HARO ST & 16TH ST, ,37.766056,-122.40163, , 
4351,14351,DE HARO ST & 17TH ST, ,37.764762,-122.401516, , 
4352,14352,DE HARO ST & 18TH ST, ,37.76221,-122.401243, , 
4353,14353,DE HARO ST & 19TH ST, ,37.760934,-122.401117, , 
4354,14354,DE HARO ST & 20TH ST, ,37.759667,-122.401026, , 
4355,14355,DE HARO ST & 22ND ST, ,37.757437,-122.400822, , 
4356,14356,DE HARO ST & 23RD ST, ,37.754885,-122.400571, , 
4357,14357,DE HARO ST & MARIPOSA ST, ,37.763504,-122.401368, , 
4358,14358,DE HARO ST & SOUTHERN HEIGHTS AVE, ,37.758017,-122.400867, , 
4359,14359,5157 DIAMOND HEIGHTS BLVD, ,37.74693,-122.4402, , 
4360,14360,DIAMOND HEIGHTS BLVD & ADDISON ST, ,37.740198,-122.435762, , 
4361,14361,DIAMOND HEIGHTS BLVD & BERKELEY, ,37.73867,-122.43668, , 
4362,14362,DIAMOND HEIGHTS BLVD & BERKELEY WAY, ,37.7386,-122.4369, , 
4363,14363,DIAMOND HEIGHTS BLVD & DIAMOND ST, ,37.74185,-122.43566, , 
4364,14364,DIAMOND HEIGHTS BLVD & DIAMOND ST, ,37.74159,-122.43574, , 
4366,14366,DIAMOND HEIGHTS BLVD & DUNCAN ST, ,37.745239,-122.439852, , 
4367,14367,DIAMOND HEIGHTS BLVD & GOLD MINE DR, ,37.74363,-122.43751, , 
4368,14368,DIAMOND HEIGHTS BLVD & GOLD MINE DR, ,37.74029,-122.43588, , 
4369,14369,DIAMOND HEIGHTS BLVD & GOLD MINE DR, ,37.74359,-122.43786, , 
4370,14370,DIAMOND ST & 24TH ST, ,37.75126,-122.43638, , 
4371,14371,DIAMOND ST & 24TH ST, ,37.751075,-122.436219, , 
4372,14372,DIAMOND ST & 25TH ST, ,37.74965,-122.43621, , 
4373,14373,DIAMOND ST & 25TH ST, ,37.749486,-122.436059, , 
4374,14374,DIAMOND ST & 26TH ST, ,37.747889,-122.43591, , 
4375,14375,DIAMOND ST & 26TH ST, ,37.747853,-122.43607, , 
4376,14376,DIAMOND ST & 27TH ST, ,37.746292,-122.435761, , 
4377,14377,DIAMOND ST & 27TH ST, ,37.746256,-122.435922, , 
4378,14378,DIAMOND ST & 28TH ST, ,37.744686,-122.435601, , 
4379,14379,DIAMOND ST & 28TH ST, ,37.74465,-122.435762, , 
4380,14380,DIAMOND ST & 29TH ST, ,37.743249,-122.435659, , 
4381,14381,DIAMOND ST & 29TH ST, ,37.74308,-122.435487, , 
4382,14382,DIAMOND ST & ARBOR ST, ,37.738681,-122.434468, , 
4383,14383,DIAMOND ST & ARBOR ST, ,37.738262,-122.434674, , 
4384,14384,DIAMOND ST & CESAR CHAVEZ ST, ,37.747104,-122.435841, , 
4385,14385,DIAMOND ST & CESAR CHAVEZ ST, ,37.747068,-122.43599, , 
4386,14386,DIAMOND ST & BOSWORTH ST, ,37.733506,-122.434148, , 
4387,14387,DIAMOND ST & BOSWORTH ST, ,37.733452,-122.434217, , 
4388,14388,DIAMOND ST & CHENERY ST, ,37.73446,-122.433839, , 
4389,14389,DIAMOND ST & CHENERY ST, ,37.734469,-122.433953, , 
4390,14390,DIAMOND ST & CLIPPER ST, ,37.748853,-122.436162, , 
4391,14391,DIAMOND ST & CLIPPER ST, ,37.748683,-122.43599, , 
4392,14392,DIAMOND ST & CONRAD ST, ,37.7383,-122.4363, , 
4393,14393,DIAMOND ST & CONRAD ST, ,37.73841,-122.43593, , 
4394,14394,DIAMOND ST & DIAMOND HEIGHTS BLVD, ,37.741599,-122.43535, , 
4395,14395,DIAMOND ST & DIAMOND HEIGHTS BLVD, ,37.73822,-122.43726, , 
4396,14396,DIAMOND ST & DIAMOND HEIGHTS BLVD, ,37.741617,-122.435533, , 
4397,14397,DIAMOND ST & DIAMOND HEIGHTS BLVD, ,37.74192,-122.435476, , 
4398,14398,DIAMOND ST & DUNCAN ST, ,37.745641,-122.435864, , 
4399,14399,DIAMOND ST & DUNCAN ST, ,37.745471,-122.435693, , 
4400,14400,DIAMOND ST & MOFFITT ST, ,37.7388,-122.43463, , 
4401,14401,DIAMOND ST & MOFFITT ST, ,37.73889,-122.4346, , 
4402,14402,DIAMOND ST & SURREY ST, ,37.73623,-122.43444, , 
4403,14403,DIAMOND ST & SURREY ST, ,37.73608,-122.43433, , 
4404,14404,DIAMOND ST & SUSSEX ST, ,37.737342,-122.434617, , 
4405,14405,DIAMOND ST & SUSSEX ST, ,37.73731,-122.43475, , 
4406,14406,DIVISADERO ST & BAY ST, ,37.801907,-122.443319, , 
4407,14407,DIVISADERO ST & BEACH ST, ,37.803772,-122.443697, , 
4408,14408,DIVISADERO ST & BUSH ST, ,37.786283,-122.439996, , 
4409,14409,DIVISADERO ST & CALIFORNIA ST, ,37.788184,-122.440385, , 
4410,14410,DIVISADERO ST & CALIFORNIA ST, ,37.787988,-122.4405, , 
4411,14411,DIVISADERO ST & CHESTNUT ST, ,37.79998,-122.442861, , 
4412,14412,DIVISADERO ST & CLAY ST, ,37.789977,-122.440741, , 
4413,14413,DIVISADERO ST & CLAY ST, ,37.78997,-122.44089, , 
4414,14414,DIVISADERO ST & EDDY ST, ,37.780591,-122.438942, , 
4415,14415,DIVISADERO ST & EDDY ST, ,37.780591,-122.438942, , 
4416,14416,DIVISADERO ST & ELLIS ST, ,37.78181,-122.43907, , 
4417,14417,DIVISADERO ST & ELLIS ST, ,37.78161,-122.43923, , 
4418,14418,DIVISADERO ST & FRANCISCO ST, ,37.80097,-122.443136, , 
4419,14419,DIVISADERO ST & FULTON ST, ,37.77677,-122.43806, , 
4420,14420,DIVISADERO ST & FULTON ST, ,37.776763,-122.438243, , 
4421,14421,DIVISADERO ST & GEARY BLVD, ,37.783375,-122.439412, , 
4422,14422,DIVISADERO ST & GEARY BLVD, ,37.78316,-122.439526, , 
4423,14423,DIVISADERO ST & HAIGHT ST, ,37.771329,-122.436983, , 
4424,14424,DIVISADERO ST & HAIGHT ST, ,37.77105,-122.4371, , 
4425,14425,DIVISADERO ST & HAYES ST, ,37.775059,-122.437739, , 
4426,14426,DIVISADERO ST & HAYES ST, ,37.774889,-122.437865, , 
4427,14427,DIVISADERO ST & JACKSON ST, ,37.79154,-122.44108, , 
4428,14428,DIVISADERO ST & MCALLISTER ST, ,37.77786,-122.4383, , 
4429,14429,DIVISADERO ST & MCALLISTER ST, ,37.777682,-122.438415, , 
4430,14430,DIVISADERO ST & NORTH POINT ST, ,37.802844,-122.443514, , 
