Name,Latitude,Longitude
CONNECTICUT ST & 17TH ST,37.76498,-122.397661
CONNECTICUT ST & 17TH ST,37.764749,-122.397785
CONNECTICUT ST & 18TH ST,37.762614,-122.397569
CONNECTICUT ST & 18TH ST,37.76243,-122.39741
CONNECTICUT ST & 19TH ST,37.76115,-122.39733
CONNECTICUT ST & 25TH ST,37.752563,-122.396402
CONNECTICUT ST & 26TH ST,37.75143,-122.396345
CONNECTICUT ST & 26TH ST,37.751269,-122.396517
CONNECTICUT ST & CESAR CHAVEZ ST,37.750002,-122.39622
CONNECTICUT ST & CESAR CHAVEZ ST,37.749868,-122.396381
CONZELMAN RD/KIRBY COVE,37.82952,-122.48402
CONZELMAN RD/KIRBY COVE,37.82944,-122.48354
CONZELMAN RD/GGNRA ENTRANCE SIGN,37.83309,-122.48355
CONZELMAN RD/GGNRA ENTRANCE SIGN,37.832836,-122.483291
CORDOVA AVE & PRAGUE ST,37.710182,-122.434874
CORDOVA AVE & WINDING WAY,37.709638,-122.434828
CORDOVA AVE & WINDING WAY,37.709504,-122.434588
CORNWALL ST & 5TH AVE,37.784882,-122.463621
CORTLAND AVE & ANDOVER ST,37.73909,-122.41639
CORTLAND AVE & ANDOVER ST,37.73904,-122.41658
CORTLAND AVE & BOCANA ST,37.7393,-122.41846
CORTLAND AVE & BOCANA ST,37.73931,-122.41872
CORTLAND AVE & BRADFORD ST,37.739791,-122.409746
CORTLAND AVE & BAYSHORE BLVD,37.739567,-122.407031
CORTLAND AVE & ELSIE ST,37.73992,-122.41997
CORTLAND AVE & ELSIE ST,37.7397,-122.41969
CORTLAND AVE & ELLSWORTH ST,37.73892,-122.41455
CORTLAND AVE & ELLSWORTH ST,37.738829,-122.414615
CORTLAND AVE & FOLSOM ST,37.739,-122.41366
CORTLAND AVE & FOLSOM ST,37.73892,-122.41343
CORTLAND AVE & HILTON ST,37.739692,-122.40781
CORTLAND AVE & MISSION ST,37.74101,-122.42267
CORTLAND AVE & MISSION ST,37.74085,-122.42251
CORTLAND AVE & PRENTISS ST,37.73978,-122.41199
CORTLAND AVE & PRENTISS ST,37.73957,-122.41211
CORTLAND AVE & PROSPECT AVE,37.740294,-122.420904
CORTLAND AVE & PROSPECT AVE,37.7402,-122.42093
210 CORBETT AVE,37.7618,-122.442841
211 CORBETT AVE,37.761648,-122.442944
320 CORBETT AVE,37.759926,-122.445327
341 CORBETT AVE,37.759908,-122.445075
539 CORBETT AVE,37.757499,-122.444147
795 CORBETT AVE,37.754118,-122.443013
800 CORBETT AVE,37.75399,-122.443
925 CORBETT AVE,37.752083,-122.443414
956 CORBETT AVE,37.751682,-122.443712
CORBETT AVE & CLAYTON ST,37.75894,-122.44614
CORBETT AVE & CLAYTON ST,37.758659,-122.4459
CORBETT AVE & CUESTA CT,37.75085,-122.44396
CORBETT AVE & DANVERS ST,37.761202,-122.444044
CORBETT AVE & DANVERS ST,37.761327,-122.444078
CORBETT AVE & DOUGLASS ST,37.76208,-122.43962
CORBETT AVE & GRAYSTONE TER,37.75641,-122.44328
CORBETT AVE & GRAYSTONE TER,37.756446,-122.443425
CORBETT AVE & HATTIE ST,37.761711,-122.441122
CORBETT AVE & HATTIE ST,37.76161,-122.44112
CORBETT AVE & HOPKINS AVE,37.752869,-122.443815
CORBETT AVE & IRON ALY,37.75783,-122.444743
CORBETT AVE & MARS ST,37.760542,-122.44425
CORBETT AVE & MARS ST,37.76048,-122.444479
CORBETT AVE & ORD ST,37.761898,-122.440216
CORBETT AVE & ROMAIN ST,37.755483,-122.442795
CORBETT AVE & ROMAIN ST,37.755349,-122.44283
CRESCENT AVE & AGNON AVE,37.735074,-122.421822
CRESCENT AVE & ANDOVER ST,37.734966,-122.416725
CRESCENT AVE & ANDOVER ST,37.734832,-122.416942
CRESCENT AVE & ARNOLD AVE,37.734966,-122.419726
CRESCENT AVE & COLLEGE AVE,37.735253,-122.424056
CRESCENT AVE & ELLSWORTH ST,37.734867,-122.414834
CRESCENT AVE & FOLSOM ST,37.734804,-122.413586
CRESCENT AVE & FOLSOM ST,37.73467,-122.413804
CRESCENT AVE & LEESE ST,37.735244,-122.422567
CRESCENT AVE & MISSION ST,37.735423,-122.424457
CRESCENT AVE & MURRAY ST,37.735136,-122.420127
CRESCENT AVE & PORTER ST,37.734895,-122.418214
CRESCENT AVE & PUTNAM ST,37.735009,-122.411169
CRESCENT AVE & PUTNAM ST,37.734911,-122.411283
CRESCENT AVE & ROSCOE ST,37.735055,-122.418626
CARMEL ST & BELVEDERE ST,37.76092,-122.447631
CARMEL ST & TWIN PEAKS BLVD,37.760935,-122.446634
CRESPI DR & 19TH AVE,37.720218,-122.475313
CRESPI DR & VARELA AVE,37.7201,-122.47594
40 CRESTLINE DR,37.750388,-122.446577
74 CRESTLINE DR,37.751762,-122.446198
FULTON ST & 33RD AVE,37.77223,-122.49318
FULTON ST & 33RD AVE,37.7721,-122.49288
FULTON ST & 36TH AVE,37.77208,-122.49634
FULTON ST & 36TH AVE,37.77197,-122.49557
FULTON ST & 37TH AVE,37.77192,-122.49679
FULTON ST & 38TH AVE,37.77198,-122.49798
FULTON ST & 40TH AVE,37.77189,-122.50009
FULTON ST & 40TH AVE,37.77179,-122.49991
FULTON ST & 43RD AVE,37.77177,-122.50306
FULTON ST & 43RD AVE,37.77159,-122.50363
FULTON ST & 46TH AVE,37.77159,-122.50704
FULTON ST & 46TH AVE,37.77148,-122.50631
FULTON ST & ARGUELLO BLVD,37.774354,-122.458416
FULTON ST & ARGUELLO BLVD,37.774282,-122.458003
FULTON ST & CLAYTON ST,37.775407,-122.449774
FULTON ST & CLAYTON ST,37.77537,-122.44929
FULTON ST & GREAT HWY,37.771421,-122.510792
FULTON ST & LA PLAYA ST,37.77134,-122.50939
FULTON ST & MASONIC AVE,37.775844,-122.446404
FULTON ST & MASONIC AVE,37.775773,-122.446289
FULTON ST & PARK PRESIDIO BLVD,37.77319,-122.47218
FULTON ST & PARK PRESIDIO BLVD,37.77305,-122.47199
FULTON ST & PARKER AVE,37.775014,-122.452868
FULTON ST & SHRADER ST,37.77499,-122.45238
FULTON ST & STANYAN ST,37.774756,-122.454519
FULTON ST & STANYAN STW,37.774773,-122.454737
FUNSTON AVE & PRESIDIO BLVD,37.798257,-122.456355
FOWLER AVE & PORTOLA DR,37.744356,-122.453233
GOLDEN GATE AVE & HYDE ST,37.781622,-122.41549
GOLDEN GATE AVE & JONES ST,37.78207,-122.41193
GOLDEN GATE AVE & LEAVENWORTH ST,37.781826,-122.413896
GOLDEN GATE AVE & POLK ST,37.78123,-122.41833
GOLDEN GATE AVE & VAN NESS AVE,37.78095,-122.42066
GARFIELD ST & BEVERLY ST,37.719719,-122.471533
GARFIELD ST & BRIGHT ST,37.719988,-122.463459
GARFIELD ST & BRIGHT ST,37.719791,-122.463642
GARFIELD ST & BYXBEE ST,37.719737,-122.469735
GARFIELD ST & VERNON ST,37.719746,-122.467937
GARFIELD ST & VICTORIA ST,37.719613,-122.465452
GEARY BLVD & 3RD AVE,37.781277,-122.460938
GEARY BLVD & 3RD AVE,37.781045,-122.461156
GEARY BLVD & 6TH AVE,37.781134,-122.464159
GEARY BLVD & 6TH AVE,37.780902,-122.464377
GEARY BLVD & 9TH AVE,37.780982,-122.467644
GEARY BLVD & 9TH AVE,37.780777,-122.467323
GEARY BLVD & 12TH AVE,37.780839,-122.470601
GEARY BLVD & 12TH AVE,37.780607,-122.470819
GEARY BLVD & 17TH AVE,37.780597,-122.476045
GEARY BLVD & 17TH AVE,37.780365,-122.476263
GEARY BLVD & 20TH AVE,37.780453,-122.479266
GEARY BLVD & 20TH AVE,37.780221,-122.479484
GEARY BLVD & 22ND AVE,37.780346,-122.481398
GEARY BLVD & 23RD AVE,37.780078,-122.482693
GEARY BLVD & 25TH AVE,37.78022,-122.48461
GEARY BLVD & 25TH AVE,37.779979,-122.484825
GEARY BLVD & 28TH AVE,37.780005,-122.487806
GEARY BLVD & 28TH AVE,37.779862,-122.488046
GEARY BLVD & 30TH AVE,37.779959,-122.489972
GEARY BLVD & 30TH AVE,37.779727,-122.49019
GEARY BLVD & 32ND AVE,37.779611,-122.491943
GEARY BLVD & 33RD AVE,37.77969,-122.4933
GEARY BLVD & 33RD AVE,37.779735,-122.493112
GEARY BLVD & 33RD AVE,37.779798,-122.493445
GEARY BLVD & 33RD AVE,37.779574,-122.493399
GEARY BLVD & 36TH AVE,37.779671,-122.496402
GEARY BLVD & 36TH AVE,37.779439,-122.49662
GEARY BLVD & 39TH AVE,37.779473,-122.500677
GEARY BLVD & 39TH AVE,37.779286,-122.499829
GEARY BLVD & 42ND AVE,37.779651,-122.502855
GEARY BLVD & 42ND AVE,37.779151,-122.502775
GEARY BLVD & 45TH AVE,37.779043,-122.506259
GEARY BLVD & ARGUELLO BLVD,37.781376,-122.458737
GEARY BLVD & ARGUELLO BLVD,37.781153,-122.458692
GEARY BLVD & BAKER ST,37.782973,-122.442965
GEARY BLVD & COLLINS ST,37.782242,-122.449992
GEARY BLVD & COLLINS ST,37.782028,-122.449911
GEARY BLVD & COMMONWEALTH ST,37.781528,-122.455677
GEARY BLVD & DIVISADERO ST,37.783428,-122.439366
GEARY BLVD & DIVISADERO ST,37.783178,-122.439572
GEARY BLVD & FILLMORE ST,37.784391,-122.43305
GEARY BLVD & FILLMORE ST,37.784257,-122.433313
GEARY BLVD & FRANKLIN ST,37.78557,-122.42289
GEARY BLVD & GOUGH ST,37.785434,-122.425082
GEARY BLVD & HYDE ST,37.786351,-122.416611
GEARY BLVD & JONES ST,37.786769,-122.413332
GEARY BLVD & KEARNY ST,37.787997,-122.403656
GEARY BLVD & LARKIN ST,37.786137,-122.41825
GEARY BLVD & LEAVENWORTH ST,37.786556,-122.414971
GEARY BLVD & LAGUNA ST,37.785033,-122.427811
GEARY BLVD & LAGUNA ST,37.784854,-122.428155
GEARY BLVD & MASON ST,37.78717,-122.41028
CASTRO ST & 14TH ST,37.76761,-122.43558
CASTRO ST & 14TH ST,37.76742,-122.43571
CASTRO ST & 15TH ST,37.76583,-122.43557
CASTRO ST & 15TH ST,37.76561,-122.43538
CASTRO ST & 16TH ST,37.764164,-122.435254
CASTRO ST & 16TH ST,37.76427,-122.43544
CASTRO ST & 17TH ST,37.76237,-122.43508
CASTRO ST & 18TH ST,37.760836,-122.434934
CASTRO ST & 18TH ST,37.760863,-122.435048
CASTRO ST & 19TH ST,37.75939,-122.43491
CASTRO ST & 19TH ST,37.75916,-122.43479
CASTRO ST & 20TH ST,37.75778,-122.43477
CASTRO ST & 20TH ST,37.757632,-122.434636
CASTRO ST & 21ST ST,37.755955,-122.434465
CASTRO ST & 21ST ST,37.756098,-122.434625
CASTRO ST & 22ND ST,37.75464,-122.43448
CASTRO ST & 22ND ST,37.75441,-122.43431
CASTRO ST & 23RD ST,37.752779,-122.434156
CASTRO ST & 23RD ST,37.752895,-122.434316
CASTRO ST & 24TH ST,37.7512,-122.43401
CASTRO ST & 24TH ST,37.751315,-122.43411
CASTRO ST & 25TH ST,37.74981,-122.43404
CASTRO ST & 25TH ST,37.7496,-122.43383
CASTRO ST & DUBOCE AVE,37.76918,-122.43596
CASTRO ST & DUBOCE AVE,37.76895,-122.43571
CASTRO ST & ELIZABETH ST,37.751886,-122.434053
CASTRO ST & ELIZABETH ST,37.752083,-122.434248
CASTRO ST & MARKET ST,37.762397,-122.435266
CITY VIEW WAY & KNOLLVIEW WAY,37.748898,-122.451377
CURTIS ST & PRAGUE ST,37.710209,-122.437955
CARGO WAY & 3RD ST,37.74606,-122.38695
CARGO WAY & 3RD ST,37.74577,-122.38665
CARGO WAY & MENDELL ST,37.7439,-122.38338
DUBOCE PORTAL/NOT A STOP,37.769427,-122.427254
DALY CITY BART STATION,37.705764,-122.469273
14 DAKOTA ST,37.75376,-122.39576
101 DAKOTA ST,37.75374,-122.39565
DAKOTA ST & 23RD ST,37.7547,-122.39656
DAKOTA ST & 25TH ST,37.75268,-122.39468
DAVIS ST & CALIFORNIA ST,37.79363,-122.3977
DAVIS ST & PINE ST,37.792608,-122.397532
DE HARO ST & 16TH ST,37.766056,-122.40163
DE HARO ST & 17TH ST,37.764762,-122.401516
DE HARO ST & 18TH ST,37.76221,-122.401243
DE HARO ST & 19TH ST,37.760934,-122.401117
DE HARO ST & 20TH ST,37.759667,-122.401026
DE HARO ST & 22ND ST,37.757437,-122.400822
DE HARO ST & 23RD ST,37.754885,-122.400571
DE HARO ST & MARIPOSA ST,37.763504,-122.401368
DE HARO ST & SOUTHERN HEIGHTS AVE,37.758017,-122.400867
5157 DIAMOND HEIGHTS BLVD,37.74693,-122.4402
DIAMOND HEIGHTS BLVD & ADDISON ST,37.740198,-122.435762
DIAMOND HEIGHTS BLVD & BERKELEY,37.73867,-122.43668
DIAMOND HEIGHTS BLVD & BERKELEY WAY,37.7386,-122.4369
DIAMOND HEIGHTS BLVD & DIAMOND ST,37.74185,-122.43566
DIAMOND HEIGHTS BLVD & DIAMOND ST,37.74159,-122.43574
DIAMOND HEIGHTS BLVD & DUNCAN ST,37.745239,-122.439852
DIAMOND HEIGHTS BLVD & GOLD MINE DR,37.74363,-122.43751
DIAMOND HEIGHTS BLVD & GOLD MINE DR,37.74029,-122.43588
DIAMOND HEIGHTS BLVD & GOLD MINE DR,37.74359,-122.43786
DIAMOND ST & 24TH ST,37.75126,-122.43638
DIAMOND ST & 24TH ST,37.751075,-122.436219
DIAMOND ST & 25TH ST,37.74965,-122.43621
DIAMOND ST & 25TH ST,37.749486,-122.436059
DIAMOND ST & 26TH ST,37.747889,-122.43591
DIAMOND ST & 26TH ST,37.747853,-122.43607
DIAMOND ST & 27TH ST,37.746292,-122.435761
DIAMOND ST & 27TH ST,37.746256,-122.435922
DIAMOND ST & 28TH ST,37.744686,-122.435601
DIAMOND ST & 28TH ST,37.74465,-122.435762
DIAMOND ST & 29TH ST,37.743249,-122.435659
DIAMOND ST & 29TH ST,37.74308,-122.435487
DIAMOND ST & ARBOR ST,37.738681,-122.434468
DIAMOND ST & ARBOR ST,37.738262,-122.434674
DIAMOND ST & CESAR CHAVEZ ST,37.747104,-122.435841
DIAMOND ST & CESAR CHAVEZ ST,37.747068,-122.43599
DIAMOND ST & BOSWORTH ST,37.733506,-122.434148
DIAMOND ST & BOSWORTH ST,37.733452,-122.434217
DIAMOND ST & CHENERY ST,37.73446,-122.433839
DIAMOND ST & CHENERY ST,37.734469,-122.433953
DIAMOND ST & CLIPPER ST,37.748853,-122.436162
DIAMOND ST & CLIPPER ST,37.748683,-122.43599
DIAMOND ST & CONRAD ST,37.7383,-122.4363
DIAMOND ST & CONRAD ST,37.73841,-122.43593
DIAMOND ST & DIAMOND HEIGHTS BLVD,37.741599,-122.43535
DIAMOND ST & DIAMOND HEIGHTS BLVD,37.73822,-122.43726
DIAMOND ST & DIAMOND HEIGHTS BLVD,37.741617,-122.435533
DIAMOND ST & DIAMOND HEIGHTS BLVD,37.74192,-122.435476
DIAMOND ST & DUNCAN ST,37.745641,-122.435864
DIAMOND ST & DUNCAN ST,37.745471,-122.435693
DIAMOND ST & MOFFITT ST,37.7388,-122.43463
DIAMOND ST & MOFFITT ST,37.73889,-122.4346
DIAMOND ST & SURREY ST,37.73623,-122.43444
DIAMOND ST & SURREY ST,37.73608,-122.43433
DIAMOND ST & SUSSEX ST,37.737342,-122.434617
DIAMOND ST & SUSSEX ST,37.73731,-122.43475
DIVISADERO ST & BAY ST,37.801907,-122.443319
DIVISADERO ST & BEACH ST,37.803772,-122.443697
DIVISADERO ST & BUSH ST,37.786283,-122.439996
DIVISADERO ST & CALIFORNIA ST,37.788184,-122.440385
DIVISADERO ST & CALIFORNIA ST,37.787988,-122.4405
DIVISADERO ST & CHESTNUT ST,37.79998,-122.442861
DIVISADERO ST & CLAY ST,37.789977,-122.440741
DIVISADERO ST & CLAY ST,37.78997,-122.44089
DIVISADERO ST & EDDY ST,37.780591,-122.438942
DIVISADERO ST & EDDY ST,37.780591,-122.438942
DIVISADERO ST & ELLIS ST,37.78181,-122.43907
DIVISADERO ST & ELLIS ST,37.78161,-122.43923
DIVISADERO ST & FRANCISCO ST,37.80097,-122.443136
DIVISADERO ST & FULTON ST,37.77677,-122.43806
DIVISADERO ST & FULTON ST,37.776763,-122.438243
DIVISADERO ST & GEARY BLVD,37.783375,-122.439412
DIVISADERO ST & GEARY BLVD,37.78316,-122.439526
DIVISADERO ST & HAIGHT ST,37.771329,-122.436983
DIVISADERO ST & HAIGHT ST,37.77105,-122.4371
DIVISADERO ST & HAYES ST,37.775059,-122.437739
DIVISADERO ST & HAYES ST,37.774889,-122.437865
DIVISADERO ST & JACKSON ST,37.79154,-122.44108
DIVISADERO ST & MCALLISTER ST,37.77786,-122.4383
DIVISADERO ST & MCALLISTER ST,37.777682,-122.438415
DIVISADERO ST & NORTH POINT ST,37.802844,-122.443514
DIVISADERO ST & OAK ST,37.773185,-122.43735
DIVISADERO ST & OAK ST,37.773051,-122.437487
DIVISADERO ST & PINE ST,37.786997,-122.440317
DIVISADERO ST & SUTTER ST,37.785338,-122.439813
DIVISADERO ST & SUTTER ST,37.78515,-122.439939
DIVISION ST & BRYANT ST,37.76934,-122.41074
DIVISION ST & RHODE ISLAND ST,37.76976,-122.403152
DIVISION ST & TOWNSEND ST,37.769894,-122.403301
DELTA ST & TIOGA AVE,37.71729,-122.40773
DONAHUE ST & INNES AVE,37.729002,-122.369913
DAWNVIEW WAY & BURNETT AVE,37.747925,-122.44511
DAWNVIEW WAY & GLENVIEW DR,37.748033,-122.447539
DOUGLASS ST & 24TH ST,37.75112,-122.43854
DOUGLASS ST & ALVARADO ST,37.75352,-122.43875
DRUMM ST & CALIFORNIA ST,37.79398,-122.39635
DUBOCE AVE & CHURCH ST,37.769472,-122.429408
DUBOCE AVE & CHURCH ST,37.769409,-122.4294
DUBOCE AVE & NOE ST,37.76911,-122.4337
DUNCAN ST & AMBER DR,37.7452,-122.44141
DUNCAN ST & CAMEO WAY,37.74519,-122.44304
DUNCAN ST & DIAMOND HEIGHTS BLVD,37.74526,-122.44029
EARL ST & KIRKWOOD AVE,37.728779,-122.37313
EUCLID AVE & ARGUELLO BLVD,37.78389,-122.45885
EUCLID AVE & COLLINS ST,37.78462,-122.4499
EUCLID AVE & COLLINS ST,37.78437,-122.45027
EUCLID AVE & IRIS AVE,37.78421,-122.45174
EUCLID AVE & IRIS AVE,37.78402,-122.45195
EUCLID AVE & JORDAN AVE,37.78399,-122.45666
EUCLID AVE & JORDAN AVE,37.78386,-122.45696
EUCLID AVE & MASONIC AVE,37.78499,-122.44827
EUCLID AVE & PRESIDIO AVE,37.78538,-122.44672
EUCLID AVE & PRESIDIO AVE,37.78524,-122.44664
EUCLID AVE & PARKER AVE,37.78412,-122.45449
EUCLID AVE & PARKER AVE,37.78396,-122.45475
EUCLID AVE & SPRUCE ST,37.78411,-122.45351
EUCLID AVE & SPRUCE ST,37.78396,-122.45374
EDDY ST & BUCHANAN ST,37.781919,-122.428946
EDDY ST & BUCHANAN ST,37.781767,-122.429141
EDDY ST & DIVISADERO ST,37.780546,-122.438759
EDDY ST & FILLMORE ST,37.7815,-122.432236
EDDY ST & FILLMORE ST,37.781348,-122.432431
EDDY ST & GOUGH ST,37.782516,-122.42427
EDDY ST & GOUGH ST,37.7824,-122.424201
EDDY ST & HYDE ST,37.783478,-122.415718
EDDY ST & JONES ST,37.783887,-122.412428
EDDY ST & LARKIN ST,37.783353,-122.41769
EDDY ST & LARKIN ST,37.783273,-122.417357
EDDY ST & LEAVENWORTH ST,37.783682,-122.414079
EDDY ST & LAGUNA ST,37.782133,-122.427296
EDDY ST & LAGUNA ST,37.782017,-122.427227
EDDY ST & MASON ST,37.78427,-122.409402
EDDY ST & PIERCE ST,37.781081,-122.435515
EDDY ST & PIERCE ST,37.780929,-122.435709
EDDY ST & POLK ST,37.783184,-122.419042
EDDY ST & POLK ST,37.783059,-122.419019
EDDY ST & SCOTT ST,37.780876,-122.437165
EDDY ST & SCOTT ST,37.780724,-122.43736
EDDY ST & TAYLOR ST,37.784101,-122.410789
EDDY ST & VAN NESS AVE,37.782988,-122.420613
EDDY ST & VAN NESS AVE,37.782863,-122.42059
ELLIS ST & JONES ST,37.78488,-122.41315
ELLIS ST & LEAVENWORTH ST,37.78471,-122.41427
ELLIS ST & TAYLOR ST,37.78509,-122.41145
THE EMBARCADERO & BAY ST,37.806945,-122.406278
THE EMBARCADERO & BAY ST,37.806629,-122.40603
THE EMBARCADERO & BROADWAY,37.799552,-122.397869
THE EMBARCADERO & BROADWAY,37.798901,-122.397434
THE EMBARCADERO & BRANNAN ST,37.784359,-122.388138
THE EMBARCADERO & CHESTNUT ST,37.80519,-122.40377
THE EMBARCADERO & FOLSOM ST,37.791079,-122.390104
THE EMBARCADERO & FOLSOM ST,37.790481,-122.389692
THE EMBARCADERO & FOLSOM ST,37.790749,-122.389841
THE EMBARCADERO & FOLSOM ST,37.790561,-122.389898
THE EMBARCADERO/FERRY BUILDING,37.795105,-122.393861
THE EMBARCADERO & GREENWICH ST,37.803263,-122.401113
THE EMBARCADERO & GREENWICH ST,37.80296,-122.401029
THE EMBARCADERO & GREEN ST,37.801264,-122.399369
THE EMBARCADERO & GREEN ST,37.800605,-122.39892
THE EMBARCADERO & HOWARD ST,37.792686,-122.391146
THE EMBARCADERO & HOWARD ST,37.792159,-122.391066
THE EMBARCADERO & MISSION ST,37.79381,-122.39278
THE EMBARCADERO & MISSION ST,37.793775,-122.392315
THE EMBARCADERO & MARKET ST,37.795,-122.39445
THE EMBARCADERO/PIER 1,37.79721,-122.39557
THE EMBARCADERO/PIER 5,37.79784,-122.39616
THE EMBARCADERO/PIER 5,37.79781,-122.39662
THE EMBARCADERO & SANSOME ST,37.805022,-122.403314
THE EMBARCADERO & STOCKTON ST,37.808351,-122.410287
THE EMBARCADERO & TOWNSEND ST,37.7836,-122.38832
THE EMBARCADERO & WASHINGTON ST,37.797085,-122.39567
THE EMBARCADERO & WASHINGTON ST,37.796685,-122.395591
THE EMBARCADERO & WASHINGTON ST,37.796355,-122.395181
EUREKA ST & 18TH ST,37.760631,-122.438188
EUREKA ST & 19TH ST,37.759034,-122.438039
EUREKA ST & 20TH ST,37.75741,-122.437879
EUREKA ST & 21ST ST,37.755973,-122.437902
EUREKA ST & 21ST ST,37.755813,-122.43773
EUREKA ST & 22ND ST,37.754367,-122.437742
EUREKA ST & 22ND ST,37.754215,-122.43757
EUREKA ST & 23RD ST,37.75279,-122.43759
EUREKA ST & MARKET ST,37.761594,-122.43828
EUCALYPTUS DR & 19TH AVE,37.731157,-122.474744
EUCALYPTUS DR & 19TH AVE,37.731041,-122.474538
EUCALYPTUS DR & JUNIPERO SERRA BLVD,37.730988,-122.472442
EVANS AVE & 3RD ST,37.742628,-122.387862
EVANS AVE & CESAR CHAVEZ ST,37.749066,-122.396886
EVANS AVE & CESAR CHAVEZ ST,37.74903,-122.397069
EVANS AVE & KEITH ST,37.73877,-122.380797
EVANS AVE & KEITH ST,37.738761,-122.381084
EVANS AVE & MIDDLE POINT RD,37.737672,-122.379252
EVANS AVE & MENDELL ST,37.740699,-122.384507
EVANS AVE & NEWHALL ST,37.741949,-122.386408
EVANS AVE & NAPOLEON ST,37.747263,-122.395879
EVANS AVE & NAPOLEON ST,37.747343,-122.396257
EVANS AVE & NEWHALL ST,37.740003,-122.382973
EVANS AVE & PHELPS ST,37.742994,-122.388309
EVANS AVE & PHELPS ST,37.742977,-122.388595
EVANS AVE & QUINT ST,37.744245,-122.390531
EVANS AVE & SELBY ST,37.745968,-122.39384
EVANS AVE/US POST OFFICE,37.73986,-122.38264
EVANS AVE/OPPOSITE US POST OFFICE,37.739717,-122.382813
909 ELLSWORTH ST,37.73284,-122.41679
945 ELLSWORTH ST,37.73281,-122.41776
989 ELLSWORTH ST,37.73262,-122.41893
ELLSWORTH ST & CRESCENT AVE,37.73471,-122.41491
EXCELSIOR AVE & MADRID ST,37.72475,-122.43059
EXCELSIOR AVE & MISSION ST,37.726162,-122.433577
EXCELSIOR AVE & NAPLES ST,37.72399,-122.42899
EXCELSIOR AVE & PARIS ST,37.72552,-122.43219
50 THOMAS MELLON DR,37.709831,-122.392893
EXECUTIVE PARK BLVD & BLANKEN AVE,37.71088,-122.39476
FOREST HILL STATION,37.74809,-122.45904
FAIRFAX AVE & KEITH ST,37.73817,-122.38179
FARNUM ST & MOFFITT ST,37.738333,-122.434067
FELL ST & GOUGH ST,37.77597,-122.42302
FELTON ST & AMHERST ST,37.72702,-122.41634
FELTON ST & AMHERST ST,37.72688,-122.41653
FELTON ST & CAMBRIDGE ST,37.7264,-122.41874
FELTON ST & CAMBRIDGE ST,37.72637,-122.41851
FELTON ST & HARVARD ST,37.72597,-122.42028
FELTON ST & HARVARD ST,37.72586,-122.42046
FELTON ST & MADISON ST,37.725598,-122.422043
FELTON ST & MADISON ST,37.72543,-122.42211
FELTON ST & PERU AVE,37.7252,-122.42324
FELTON ST & UNIVERSITY ST,37.7274,-122.41457
FIELD RD/VISITOR CENTER,37.83048,-122.524411
FIELD RD & BUNKER RD,37.831337,-122.523264
FIELD RD/NIKE SITE,37.82906,-122.52767
FIELD RD/YOUTH HOSTEL,37.83166,-122.52345
FILLMORE ST & BAY ST,37.802585,-122.43668
FILLMORE ST & BROADWAY,37.794158,-122.434842
FILLMORE ST & BROADWAY,37.793805,-122.434878
FILLMORE ST & BEACH ST,37.804423,-122.437127
FILLMORE ST & BEACH ST,37.804447,-122.436958
FILLMORE ST & CHESTNUT ST,37.801091,-122.436229
FILLMORE ST & CHESTNUT ST,37.800891,-122.436469
FILLMORE ST & CERVANTES BLVD,37.802817,-122.436806
FILLMORE ST & EDDY ST,37.781733,-122.432329
FILLMORE ST & EDDY ST,37.781523,-122.432401
FILLMORE ST & GOLDEN GATE AVE,37.779859,-122.431955
FILLMORE ST & GEARY BLVD,37.784733,-122.432921
FILLMORE ST & GEARY BLVD,37.783984,-122.43291
FILLMORE ST & GROVE ST,37.776998,-122.431369
FILLMORE ST & GROVE ST,37.776859,-122.431472
FILLMORE ST & HAIGHT ST,37.772199,-122.430537
FILLMORE ST & HAIGHT ST,37.772033,-122.430347
FILLMORE ST & HAYES ST,37.776106,-122.431197
FILLMORE ST & HAYES ST,37.775598,-122.431207
FILLMORE ST & JACKSON ST,37.792761,-122.434556
FILLMORE ST & JACKSON ST,37.792386,-122.434607
FILLMORE ST & JEFFERSON ST,37.805421,-122.437389
FILLMORE ST & LOMBARD ST,37.799707,-122.435952
FILLMORE ST & LOMBARD ST,37.799595,-122.436051
FILLMORE ST & MCALLISTER ST,37.77854,-122.431687
FILLMORE ST & MCALLISTER ST,37.778343,-122.431762
FILLMORE ST & NORTH POINT ST,37.803547,-122.436791
FILLMORE ST & OAK ST,37.774268,-122.430825
FILLMORE ST & OAK ST,37.773759,-122.430866
FILLMORE ST & O'FARRELL ST,37.783193,-122.432627
FILLMORE ST & O'FARRELL ST,37.783019,-122.432699
FILLMORE ST & PINE ST,37.788049,-122.433565
FILLMORE ST & PINE ST,37.787717,-122.433655
FILLMORE ST & SACRAMENTO ST,37.789925,-122.4341
FILLMORE ST & SACRAMENTO ST,37.789744,-122.433947
FILLMORE ST & SACRAMENTO ST,37.789577,-122.43404
FILLMORE ST & SUTTER ST,37.786051,-122.433244
FILLMORE ST & SUTTER ST,37.785814,-122.433268
FILLMORE ST & TURK ST,37.780204,-122.432138
FILLMORE ST & UNION ST,37.797391,-122.435489
FITZGERALD AVE & HAWES ST,37.719921,-122.389587
FITZGERALD AVE & INGALLS ST,37.720966,-122.391453
FITZGERALD AVE & JENNINGS ST,37.722028,-122.39332
FITZGERALD AVE & KEITH ST,37.722895,-122.394842
