Name,Latitude,Longitude
MAIN ST & MISSION ST,37.791982,-122.394964
MAIN ST & MARKET ST,37.79253,-122.39567
MANSELL ST & BRUSSELS ST,37.721096,-122.403067
MANSELL ST & BRUSSELS ST,37.720926,-122.403124
MANSELL ST & DARTMOUTH ST,37.719581,-122.408886
MANSELL ST & DARTMOUTH ST,37.719376,-122.409058
MANSELL ST & GOETTINGEN ST,37.720677,-122.404098
MANSELL ST & GOETTINGEN ST,37.720766,-122.404338
MANSELL ST & HAMILTON ST,37.720098,-122.406916
MANSELL ST & HAMILTON ST,37.719892,-122.407088
MANSELL ST & JOHN F SHELLEY DR,37.718119,-122.414464
MANSELL ST & JOHN F SHELLEY DR,37.718039,-122.414258
MANSELL ST & JOHN F SHELLEY DR,37.718897,-122.418804
MANSELL ST & JOHN F SHELLEY DR,37.718718,-122.418633
MANSELL ST & SAN BRUNO AVE,37.721443,-122.401154
MANSELL ST & SAN BRUNO AVE,37.721541,-122.401394
MANSELL ST & SOMERSET ST,37.720418,-122.405094
MANSELL ST & SOMERSET ST,37.720525,-122.405117
MANSELL ST & UNIVERSITY ST,37.718957,-122.411257
MANSELL ST & VISITACION AVE,37.71877,-122.41136
MASON ST & BROADWAY,37.797208,-122.411825
MASON ST & BROADWAY,37.797351,-122.412009
MASON ST & ELLIS ST,37.78507,-122.40951
MASON ST & FILBERT ST,37.800965,-122.41258
MASON ST & FILBERT ST,37.800902,-122.412729
MASON ST & GREENWICH ST,37.801929,-122.412775
MASON ST & GREENWICH ST,37.80183,-122.412924
MASON ST & GREEN ST,37.7991,-122.412203
MASON ST & GREEN ST,37.79902,-122.412352
MASON ST & JACKSON ST,37.795513,-122.41154
MASON ST & JACKSON ST,37.795602,-122.411666
MASON ST & PACIFIC AVE,37.7962,-122.411619
MASON ST & PACIFIC AVE,37.79612,-122.411769
MASON ST & UNION ST,37.800037,-122.412397
MASON ST & UNION ST,37.799974,-122.412546
MASON ST & VALLEJO ST,37.798199,-122.41202
MASON ST & VALLEJO ST,37.798243,-122.412192
MASON ST & WASHINGTON ST,37.794504,-122.411059
MASON ST (PRESIDIO)/BLDG B639,37.803048,-122.462238
MASON ST (PRESIDIO)/BLDG B639,37.802905,-122.462226
MASON ST (PRESIDIO)/BLDG B650,37.803592,-122.466595
MASON ST (PRESIDIO)/BLDG B650,37.803476,-122.466801
MASON ST (PRESIDIO)/PX,37.803914,-122.456814
MASON ST (PRESIDIO)/PX,37.803852,-122.456275
MASON ST (PRESIDIO)/PRESIDIO BANK,37.803807,-122.457995
MASON ST (PRESIDIO)/PRESIDIO BANK,37.803691,-122.457766
785 MCALLISTER ST,37.779384,-122.42521
808 MCALLISTER ST,37.77948,-122.42553
MCALLISTER ST & 7TH ST,37.781077,-122.413083
MCALLISTER ST & BAKER ST,37.777397,-122.441659
MCALLISTER ST & BAKER ST,37.77731,-122.44185
MCALLISTER ST & BRODERICK ST,37.77764,-122.43991
MCALLISTER ST & BRODERICK ST,37.77752,-122.44016
MCALLISTER ST & CENTRAL AVE,37.77694,-122.44476
MCALLISTER ST & DIVISADERO ST,37.777825,-122.438289
MCALLISTER ST & DIVISADERO ST,37.77773,-122.43851
MCALLISTER ST & FILLMORE ST,37.77864,-122.43207
MCALLISTER ST & FILLMORE ST,37.778618,-122.431744
MCALLISTER ST & GOUGH ST,37.77969,-122.42386
MCALLISTER ST & GOUGH ST,37.77961,-122.42369
MCALLISTER ST & HYDE ST,37.78073,-122.41569
MCALLISTER ST & HYDE ST,37.78061,-122.41587
MCALLISTER ST & LARKIN ST,37.78051,-122.41741
MCALLISTER ST & LAGUNA ST,37.77933,-122.42671
MCALLISTER ST & LAGUNA ST,37.77919,-122.42695
MCALLISTER ST & PIERCE ST,37.778244,-122.435045
MCALLISTER ST & PIERCE ST,37.77815,-122.43519
MCALLISTER ST & POLK ST,37.78031,-122.41901
MCALLISTER ST & POLK ST,37.780168,-122.4187
MCALLISTER ST & VAN NESS AVE,37.78009,-122.42071
MCALLISTER ST & VAN NESS AVE,37.780052,-122.420178
MCALLISTER ST & WEBSTER ST,37.77885,-122.4305
MCALLISTER ST & WEBSTER ST,37.77886,-122.4296
MCDOWELL AVE & COWLES ST,37.80179,-122.467076
MCDOWELL AVE & COWLES ST,37.801602,-122.466927
MCDOWELL AVE & LINCOLN BLVD,37.799835,-122.467305
MERCHANT ST & LINCOLN BLVD,37.803956,-122.475882
MERCHANT ST & LINCOLN BLVD,37.80376,-122.476008
62 MACALLA ST,37.812,-122.36483
MACALLA ST & NIMITZ DR,37.812036,-122.369859
MACALLA ST & TREASURE ISLAND RD,37.81324,-122.3709
MCCOPPIN ST & GOUGH ST,37.77177,-122.42079
METRO POWELL STATION/DOWNTOWN,37.784199,-122.407695
BALBOA PARK BART/MEZZANINE LEVEL,37.721809,-122.447425
METRO VAN NESS STATION,37.775127,-122.419252
MONTEREY BLVD & ACADIA ST,37.731668,-122.437768
MONTEREY BLVD & ACADIA ST,37.7315,-122.43726
MONTEREY BLVD & BADEN ST,37.731668,-122.439635
MONTEREY BLVD & BADEN ST,37.731516,-122.439853
MONTEREY BLVD & CONGO ST,37.731659,-122.441915
MONTEREY BLVD & CONGO ST,37.731508,-122.442133
MONTEREY BLVD & DETROIT ST,37.731642,-122.444607
MONTEREY BLVD & DETROIT ST,37.731508,-122.443977
MONTEREY BLVD & EDNA ST,37.731633,-122.446474
MONTEREY BLVD & EDNA ST,37.731481,-122.446692
MONTEREY BLVD & EL VERANO WAY,37.73008,-122.461502
MONTEREY BLVD & FAXON AVE,37.730695,-122.459085
MONTEREY BLVD & FOERSTER ST,37.731615,-122.449166
MONTEREY BLVD & FOERSTER ST,37.731481,-122.448536
MONTEREY BLVD & GENNESSEE ST,37.731472,-122.451239
MONTEREY BLVD & GENNESSEE ST,37.731615,-122.451445
MONTEREY BLVD & NORTHGATE DR,37.729972,-122.461857
MONTEREY BLVD & PLYMOUTH AVE,37.731115,-122.457322
MONTEREY BLVD & PLYMOUTH AVE,37.730874,-122.457654
MONTEREY BLVD & RIDGEWOOD AVE,37.731615,-122.453289
MONTEREY BLVD & RIDGEWOOD AVE,37.731472,-122.453083
MONTEREY BLVD & SAINT ELMO WAYE,37.730553,-122.460426
MONTEREY BLVD & SAN ALESO AVE,37.732283,-122.46455
MONTEREY BLVD & SAN JACINTO WAY,37.732033,-122.463965
MONTEREY BLVD & VALDEZ AVE,37.731445,-122.455649
MONTEREY BLVD & VALDEZ AVE,37.731267,-122.455832
MT VERNON AVE & HOWTH ST,37.71969,-122.45177
MT VERNON AVE & LOUISBURG ST,37.71937,-122.45094
BALBOA PARK BART/MEZZANINE LEVEL,37.721202,-122.446176
BALBOA PARK BART/MEZZANINE LEVEL,37.720845,-122.446657
555 MYRA WAY,37.738182,-122.450712
555 MYRA WAY,37.7382,-122.450884
MYRA WAY & DALEWOOD WAY,37.736736,-122.453794
MYRA WAY & MOLIMO DR,37.737816,-122.451491
MYRA WAY & MOLIMO DR,37.737727,-122.451732
MYRA WAY & OMAR WAY,37.739244,-122.450357
MYRA WAY & OMAR WAY,37.739226,-122.450529
NORTH POINT ST & DIVISADERO ST,37.80285,-122.44329
NORTH POINT ST & HYDE ST,37.805803,-122.420226
NORTH POINT ST & HYDE ST,37.805633,-122.420467
NORTH POINT ST & JONES ST,37.806168,-122.417405
NORTH POINT ST & JONES ST,37.806052,-122.417176
NORTH POINT ST & KEARNY ST,37.80735,-122.4079
NORTH POINT ST & KEARNY ST,37.807254,-122.407612
NORTH POINT ST & LARKIN ST,37.80559,-122.42189
NORTH POINT ST & LARKIN ST,37.805411,-122.422106
NORTH POINT ST & MASON ST,37.80656,-122.41424
NORTH POINT ST & MASON ST,37.806524,-122.41346
NORTH POINT ST & POLK ST,37.805313,-122.423987
NORTH POINT ST & POLK ST,37.805241,-122.423494
NORTH POINT ST & STOCKTON ST,37.80704,-122.41038
NORTH POINT ST & STOCKTON ST,37.80688,-122.410594
NORTH POINT ST & VAN NESS AVE,37.805063,-122.425237
NAPLES ST & AMAZON AVE,37.7155,-122.4352
NAPLES ST & ATHENS ST,37.712457,-122.437347
NAPLES ST & BRUNSWICK ST,37.711797,-122.437989
NAPLES ST & BRAZIL AVE,37.72251,-122.43002
NAPLES ST & CURTIS ST,37.711083,-122.438504
NAPLES ST & FRANCE AVE,37.71767,-122.43356
NAPLES ST & GENEVA AVE,37.71445,-122.43597
NAPLES ST & GENEVA AVE,37.714153,-122.436397
NAPLES ST & ITALY AVE,37.7161,-122.43476
NAPLES ST & ROLPH ST,37.713457,-122.436626
NAPLES ST & ROLPH ST,37.713484,-122.436786
NAPLES ST & RUSSIA AVE,37.7192,-122.43241
NAPLES ST & SEVILLE ST,37.711672,-122.437897
NEWCOMB AVE & KEITH ST,37.733152,-122.38598
NEWCOMB AVE & KEITH ST,37.733,-122.386049
NEWCOMB AVE & LA SALLE AVE,37.733044,-122.384858
NEWCOMB AVE & LA SALLE AVE,37.733196,-122.385052
NEWCOMB AVE & NEWHALL ST,37.736304,-122.391522
NEWHALL ST & OAKDALE AVE,37.735796,-122.392175
NEWHALL ST & PALOU AVE,37.735171,-122.392737
NORTHGATE RD & MACALLA ST,37.811692,-122.363782
NIAGRA AVE & ALEMANY BLVD,37.71689,-122.44329
NOE ST & 24TH ST,37.75133,-122.43181
MCCULLOUGH RD & BUNKER RD,37.836443,-122.50214
MCCULLOUGH RD & BUNKER RD,37.83612,-122.50241
MCCULLOUGH RD & CONZELMAN RD,37.83388,-122.49402
MCCULLOUGH RD & CONZELMAN RD,37.83361,-122.49401
MIDDLE POINT RD & INNES AVE,37.734174,-122.379541
MIDDLE POINT RD & WEST POINT RD,37.737011,-122.379321
MIDDLE POINT RD & WEST POINT RD,37.736521,-122.379505
MIDDLE POINT RD & WEST POINT RD,37.735164,-122.379323
MIDDLE POINT RD & WEST POINT RD,37.73502,-122.37947
MENDELL ST & CARGO WAY,37.7437,-122.38317
MENDELL ST & EVANS AVE,37.74055,-122.38513
MENDELL ST & NEWHALL ST,37.74254,-122.3837
MENDELL ST & NEWHALL ST,37.74253,-122.38393
MENDELL ST/US POST OFFICE,37.74106,-122.38444
MENDELL ST/OPPOSITE US POST OFFICE,37.741056,-122.384679
V.A. HOSPITAL,37.781827,-122.504106
V.A. HOSPITAL,37.782139,-122.505528
126 MIRALOMA DR,37.737744,-122.461458
MIRALOMA DR & BENGAL ALY,37.737869,-122.461309
MIRALOMA DR & JUANITA WAY,37.739377,-122.460083
MIRALOMA DR & JUANITA WAY,37.739199,-122.460026
MIRALOMA DR & MARNE AVE,37.740082,-122.459224
MIRALOMA DR & MARNE AVE,37.740207,-122.45927
MIRALOMA DR & YERBA BUENA AVE,37.735505,-122.460804
MISSOURI ST & 19TH ST,37.76141,-122.39646
MISSOURI ST & 20TH ST,37.76013,-122.39633
MISSOURI ST & SIERRA ST,37.758398,-122.395997
MISSOURI ST & SIERRA ST,37.75812,-122.39612
MISSOURI ST & TURNER TER,37.75727,-122.39575
MISSOURI ST & TURNER TER,37.75683,-122.3957
MISSOURI ST & WATCHMAN WAY,37.75551,-122.39574
MISSOURI ST & WATCHMAN WAY,37.75546,-122.3958
MISSION ST & 1ST ST,37.78992,-122.39749
MISSION ST & 2ND ST,37.78775,-122.40024
MISSION ST & 2ND ST,37.78787,-122.39985
MISSION ST & 3RD ST,37.78651,-122.40157
MISSION ST & 3RD ST,37.78597,-122.40249
MISSION ST & 4TH ST,37.78464,-122.40393
MISSION ST & 4TH ST,37.78436,-122.40452
MISSION ST & 5TH ST,37.782716,-122.406525
MISSION ST & 5TH ST,37.782725,-122.40664
MISSION ST & 6TH ST,37.78119,-122.40831
MISSION ST & 6TH ST,37.78075,-122.4091
MISSION ST & 7TH ST,37.77897,-122.41135
MISSION ST & 8TH ST,37.77723,-122.41355
MISSION ST & 8TH ST,37.7777,-122.41273
MISSION ST & 9TH ST,37.77645,-122.41431
MISSION ST & 9TH ST,37.77594,-122.41518
MISSION ST & 11TH ST,37.774323,-122.41712
MISSION ST & 11TH ST,37.774306,-122.417292
MISSION ST & 13TH ST,37.77047,-122.41978
MISSION ST & 14TH ST,37.76862,-122.41993
MISSION ST & 14TH ST,37.7678,-122.42002
MISSION ST & 15TH ST,37.76714,-122.41979
MISSION ST & 15TH ST,37.7662,-122.41986
MISSION ST & 16TH ST,37.765125,-122.419668
MISSION ST & 16TH ST,37.765036,-122.419726
MISSION ST & 18TH ST,37.762635,-122.419348
MISSION ST & 18TH ST,37.761761,-122.419463
MISSION ST & 19TH ST,37.76066,-122.41917
MISSION ST & 19TH ST,37.7598,-122.41925
MISSION ST & 20TH ST,37.75911,-122.41902
MISSION ST & 20TH ST,37.75817,-122.41909
MISSION ST & 21ST ST,37.75751,-122.41887
MISSION ST & 21ST ST,37.75659,-122.41895
MISSION ST & 22ND ST,37.75582,-122.41871
MISSION ST & 22ND ST,37.75517,-122.4188
MISSION ST & 23RD ST,37.75428,-122.41856
MISSION ST & 23RD ST,37.75343,-122.41863
MISSION ST & 24TH ST,37.752356,-122.418401
MISSION ST & 24TH ST,37.751964,-122.418528
MISSION ST & 26TH ST,37.74951,-122.4181
MISSION ST & 26TH ST,37.74857,-122.41818
MISSION ST & 29TH ST,37.74429,-122.42064
MISSION ST & 29TH ST,37.74381,-122.42113
MISSION ST & 30TH ST,37.742408,-122.421945
MISSION ST & 30TH ST,37.742417,-122.421991
4080 MISSION ST,37.73217,-122.428
MISSION ST & ACTON ST,37.708808,-122.452578
MISSION ST & ALLISON ST,37.71448,-122.44264
MISSION ST & AMAZON AVE,37.71715,-122.4404
MISSION ST & APPLETON AVE,37.738867,-122.423871
MISSION ST & APPLETON AVE,37.73899,-122.42404
MISSION ST & BEALE ST,37.791144,-122.395916
MISSION ST & BOSWORTH ST,37.73334,-122.42682
MISSION ST & BOSWORTH ST,37.73334,-122.42683
MISSION ST & BRAZIL AVE,37.72454,-122.43481
MISSION ST & CORTLAND AVE,37.741052,-122.422759
MISSION ST & CORTLAND AVE,37.741079,-122.422874
MISSION ST & EVERGREEN ST,37.70741,-122.45653
MISSION ST & EXCELSIOR AVE,37.726355,-122.43351
MISSION ST & FAIR AVE,37.74592,-122.41959
MISSION ST & FLOURNOY ST,37.70682,-122.45906
MISSION ST & FOOTE AVE,37.71285,-122.44462
MISSION ST & FRANCIS ST,37.72635,-122.43365
MISSION ST & FREMONT ST,37.79015,-122.39695
MISSION ST & GENEVA AVE,37.716455,-122.441149
MISSION ST & GENEVA AVE,37.716642,-122.440782
MISSION ST & GOETHE ST,37.70736,-122.45708
MISSION ST & GUTTENBERG ST,37.71251,-122.44475
MISSION ST & HIGHLAND AVE,37.737448,-122.423963
MISSION ST & HIGHLAND AVE,37.73706,-122.4242
MISSION ST & ITALY AVE,37.71915,-122.439087
MISSION ST & ITALY AVE,37.71865,-122.439259
MISSION ST & LAWRENCE AVE,37.7095,-122.45087
MISSION ST & LOWELL ST,37.711468,-122.446291
MISSION ST & LOWELL ST,37.711432,-122.446486
MISSION ST & MAIN ST,37.791965,-122.39493
MISSION ST & MT VERNON AVE,37.7147,-122.44265
MISSION ST & MURRAY ST,37.73404,-122.42592
MISSION ST & NORTON ST,37.72431,-122.43519
MISSION ST & OLIVER ST,37.70962,-122.45006
MISSION ST & ONONDAGA AVE,37.721282,-122.437483
MISSION ST & PERSIA AVE,37.72338,-122.43568
MISSION ST & PRECITA AVE,37.74711,-122.41882
MISSION ST & PRECITA AVE,37.74694,-122.4191
MISSION ST & RICHLAND AVE,37.73591,-122.42442
MISSION ST & RICHLAND AVE,37.73562,-122.4247
MISSION ST & RUSSIA AVE,37.721469,-122.437117
MISSION ST & RUTH ST,37.72281,-122.43633
MISSION ST & SAN JOSE AVE,37.706113,-122.461166
MISSION ST & SAN JOSE AVE,37.70636,-122.4599
MISSION ST & SICKLES AVE,37.70866,-122.45332
MISSION ST & SILVER AVE,37.728723,-122.43132
MISSION ST & SILVER AVE,37.728723,-122.431354
SOUTH VAN NESS AVE & MISSION ST,37.773324,-122.418599
MISSION ST & SPEAR ST,37.79239,-122.39435
MISSION ST & TRUMBULL ST,37.73066,-122.42927
MISSION ST & TRUMBULL ST,37.73045,-122.42971
MISSION ST & VALENCIA ST,37.74508,-122.4203
MISSION ST & WHITTIER ST,37.71048,-122.44834
MISSION ST & WHITTIER ST,37.71022,-122.44845
TUNNEL ENTRY-NOT A STOP-USE FOLSOM STN,37.792712,-122.391467
MUNICH ST & CORDOVA AVE,37.71094,-122.435435
MUNICH ST & GENEVA AVE,37.71293,-122.43295
MUNICH ST & NAPLES ST,37.711155,-122.438241
GALVEZ AVE & HORNE AVE,37.728795,-122.367027
33 MOFFITT ST,37.736834,-122.432189
MORAGA AVE & GRAHAM ST,37.79794,-122.45923
MORAGA AVE & GRAHAM ST,37.79773,-122.45897
MORAGA AVE & MONTGOMERY ST,37.79843,-122.46024
MARKET ST & 1ST ST,37.790896,-122.399138
MARKET ST & 2ND ST,37.789353,-122.401306
MARKET ST & 3RD ST,37.787525,-122.403519
MARKET ST & 3RD ST,37.787667,-122.403359
MARKET ST & 4TH ST,37.786597,-122.404586
MARKET ST & 4TH ST,37.785705,-122.405847
MARKET ST & 4TH ST,37.78484,-122.406834
MARKET ST & 5TH ST,37.783886,-122.408141
MARKET ST & 5TH ST,37.783395,-122.408657
MARKET ST & 6TH ST,37.782102,-122.4104
MARKET ST & 6TH ST,37.78129,-122.411329
MARKET ST & 7TH ST,37.77981,-122.413186
MARKET ST & 7TH ST,37.780363,-122.412613
MARKET ST & 8TH ST,37.778606,-122.414826
MARKET ST & 9TH ST,37.77741,-122.41634
MARKET ST & 15TH ST,37.76569,-122.4314
MARKET ST & 16TH ST,37.76391,-122.43366
MARKET ST & 5TH  ST,37.784082,-122.407992
MARKET ST & 7TH ST,37.780568,-122.412441
MARKET ST & BATTERY ST,37.79111,-122.399069
MARKET ST & BEALE ST,37.792572,-122.397016
MARKET ST & BUCHANAN ST,37.769786,-122.426149
MARKET ST & CHURCH ST,37.767348,-122.429042
MARKET ST & CHURCH ST,37.767661,-122.428824
MARKET ST & CHURCH ST,37.767589,-122.428801
MARKET ST & CLAYTON ST,37.758409,-122.444055
MARKET ST & CASTRO ST,37.762299,-122.435781
MARKET ST & CASTRO ST,37.76246,-122.435449
MARKET ST & CASTRO ST,37.76246,-122.43539
MARKET ST & 17TH ST,37.76262,-122.43538
MARKET ST & DOLORES ST,37.76888,-122.427103
MARKET ST & DRUMM ST,37.793473,-122.396178
MARKET ST & DRUMM ST,37.793494,-122.396127
MARKET ST & FRONT ST,37.79192,-122.39815
MARKET ST & GOUGH ST,37.773269,-122.421768
MARKET ST & GOUGH ST,37.772875,-122.421991
MARKET ST & GRANT AVE,37.78639,-122.40516
MARKET ST & GUERRERO ST,37.77057,-122.424971
MARKET ST & HYDE ST,37.779105,-122.414379
MARKET ST & KEARNY ST,37.78764,-122.40342
MARKET ST & KEARNY ST,37.78773,-122.40337
MARKET ST & LARKIN ST,37.777589,-122.416213
MARKET ST & LARKIN ST,37.777598,-122.416236
MARKET ST & LAGUNA ST,37.770953,-122.424666
MARKET ST & MAIN ST,37.792984,-122.396627
MARKET ST & MASON ST,37.78285,-122.40964
MARKET ST & MONTGOMERY ST,37.78849,-122.40248
MARKET ST & NEW MONTGOMERY ST,37.788613,-122.402163
MARKET ST & NOE ST,37.764489,-122.432812
MARKET ST & NOE ST,37.763958,-122.433323
MARKET ST & POWELL ST,37.784474,-122.407544
MARKET ST & SANSOME ST,37.790013,-122.400491
MARKET ST & SANCHEZ ST,37.766185,-122.430707
MARKET ST & SANCHEZ ST,37.765689,-122.43114
MARKET ST & SOUTH VAN NESS AVE,37.775056,-122.419321
MARKET ST & STEUART ST,37.79426,-122.39491
MARKET ST & STOCKTON ST,37.785777,-122.405859
MARKET ST & TAYLOR ST,37.782316,-122.410228
MARKET ST & VAN NESS AVE,37.775198,-122.419252
MARVIEW WAY & PANORAMA DR,37.753618,-122.450541
MOSCOW ST & BRAZIL AVE,37.72136,-122.42762
MOSCOW ST & EXCELSIOR AVE,37.7229,-122.42647
MOSCOW ST & FRANCE AVE,37.71669,-122.43113
MOSCOW ST & GENEVA AVE,37.71331,-122.43366
MOSCOW ST & ITALY AVE,37.71513,-122.4323
MOSCOW ST & PERSIA AVE,37.719823,-122.42876
MASONIC AVE & FREDERICK ST,37.767511,-122.444846
MASONIC AVE & FULTON ST,37.7759,-122.44658
MASONIC AVE & FULTON ST,37.77571,-122.44636
MASONIC AVE & GOLDEN GATE AVE,37.77757,-122.44674
MASONIC AVE & GOLDEN GATE AVE,37.77754,-122.446908
MASONIC AVE & GEARY BLVD,37.78213,-122.44728
MASONIC AVE & GEARY BLVD,37.782144,-122.447573
MASONIC AVE & HAIGHT ST,37.770152,-122.445384
MASONIC AVE & HAIGHT ST,37.77031,-122.44542
MASONIC AVE & HAIGHT ST,37.770348,-122.445304
MASONIC AVE & HAYES ST,37.77406,-122.446049
MASONIC AVE & HAYES ST,37.77402,-122.44624
MASONIC AVE & OAK ST,37.771963,-122.445625
MASONIC AVE & OAK ST,37.77173,-122.44573
MASONIC AVE & TURK ST,37.778771,-122.447
MASONIC AVE & TURK ST,37.77876,-122.44716
MITCHELL RD & BUNKER RD,37.83183,-122.53238
MITCHELL RD & BUNKER RD,37.831876,-122.530858
MITCHELL RD/VISITOR'S CENTER,37.83178,-122.53626
MONTGOMERY ST (PRESIDIO)/BLDG 102,37.8002,-122.45899
MONTGOMERY ST (PRESIDIO)/BLDG 102,37.80013,-122.45913
MONTGOMERY ST & MORAGA AVE,37.79853,-122.46036
METRO CHURCH STATION/DOWNTOWN,37.767194,-122.429168
METRO CIVIC CENTER STATION/DOWNTN,37.778542,-122.414813
METRO CASTRO STATION/DOWNTOWN,37.76262,-122.435231
METRO EMBARCADERO STATION/DOWNTOWN,37.793003,-122.396549
METRO FOREST HILL STATION/DOWNTOWN,37.748351,-122.458623
METRO MONTGOMERY STATION/DOWNTOWN,37.788702,-122.401925
NOE ST & 27TH ST,37.74668,-122.43148
NOE ST & 27TH ST,37.74654,-122.43132
NOE ST & 28TH ST,37.74519,-122.43134
NOE ST & 28TH ST,37.74493,-122.43117
NOE ST & 29TH ST,37.74354,-122.43117
NOE ST & 29TH ST,37.7433,-122.43104
NOE ST & 30TH ST,37.74201,-122.43101
NORIEGA ST & 16TH AVE,37.75526,-122.47312
NORIEGA ST & 23RD AVE,37.75397,-122.48088
NORIEGA ST & 24TH AVE,37.754042,-122.482773
NORIEGA ST & 25TH AVE,37.753881,-122.483014
NORIEGA ST & 26TH AVE,37.75398,-122.48385
NORIEGA ST & 27TH AVE,37.753782,-122.485168
NORIEGA ST & 28TH AVE,37.753898,-122.485993
NORIEGA ST & 29TH AVE,37.753692,-122.48731
NORIEGA ST & 30TH AVE,37.753754,-122.489201
NORIEGA ST & 31ST AVE,37.753593,-122.489453
NORIEGA ST & 32ND AVE,37.75375,-122.49028
NORIEGA ST & 33RD AVE,37.75348,-122.49161
NORIEGA ST & 34TH AVE,37.753619,-122.492432
NORIEGA ST & 34TH AVE,37.753458,-122.49265
NORIEGA ST & 38TH AVE,37.75343,-122.496717
NORIEGA ST & 39TH AVE,37.753215,-122.498012
NORIEGA ST & 40TH AVE,37.753331,-122.498848
NORIEGA ST & 41ST AVE,37.753125,-122.500166
NORIEGA ST & 42ND AVE,37.753241,-122.501002
NORIEGA ST & 43RD AVE,37.753026,-122.502309
NORIEGA ST & 44TH AVE,37.753124,-122.503569
NORIEGA ST & 45TH AVE,37.752936,-122.504451
NORIEGA ST & 46TH AVE,37.753034,-122.505712
NORIEGA ST & 46TH AVE,37.752891,-122.505574
NORIEGA ST & 48TH AVE,37.752934,-122.507854
NORIEGA ST & SUNSET BLVD,37.753493,-122.495056
NORIEGA ST & SUNSET BLVD,37.753395,-122.495274
NORTHRIDGE RD & DORMITORY RD,37.73025,-122.37448
NORTHRIDGE RD & HARBOR RD,37.730978,-122.377013
NORTHRIDGE RD & INGALLS ST,37.73163,-122.37896
NEVADA ST & CORTLAND AVE,37.74007,-122.41131
NEVADA ST & CORTLAND AVE,37.73992,-122.41141
NEVADA ST & POWHATTAN AVE,37.74123,-122.4113
OAK ST & FRANKLIN ST,37.775063,-122.42195
OAKDALE AVE & BARNEVELD AVE,37.7419,-122.40307
OAKDALE AVE & BARNEVELD AVE,37.741885,-122.403341
OAKDALE AVE & BALDWIN CT,37.729384,-122.381367
OAKDALE AVE & GRIFFITH ST,37.728223,-122.379318
OAKDALE AVE & INGALLS ST,37.730152,-122.382684
OCEAN AVE & LEE ST,37.723431,-122.454212
OCEAN AVE & APTOS AVE,37.728285,-122.467561
OCEAN AVE & APTOS AVE,37.728383,-122.467871
OCEAN AVE/BALBOA PARK BART STATION,37.722951,-122.446749
OCEAN AVE & CAYUGA AVE,37.72367,-122.43867
OCEAN AVE & CAYUGA AVE,37.72357,-122.43853
OCEAN AVE/CCSF PEDESTRIAN BRIDGE,37.72304,-122.451448
OCEAN AVE/CCSF PEDESTRIAN BRIDGE,37.722947,-122.450866
OCEAN AVE & CERRITOS AVE,37.727252,-122.46676
OCEAN AVE & DORADO TER,37.724957,-122.461059
OCEAN AVE & FAIRFIELD WAY,37.726008,-122.464072
OCEAN AVE & HAROLD AVE,37.7232,-122.45321
OCEAN AVE & HOWTH ST,37.723022,-122.449784
OCEAN AVE & HOWTH ST,37.72286,-122.44929
OCEAN AVE & JUNIPERO SERRA BLVD,37.730952,-122.471686
OCEAN AVE & JULES AVE,37.724955,-122.46139
OCEAN AVE & LEE ST,37.723459,-122.453999
OCEAN AVE & LEE ST,37.723451,-122.454217
OCEAN AVE & MISSION ST,37.723941,-122.435731
OCEAN AVE & MIRAMAR AVE,37.724387,-122.458077
OCEAN AVE & MIRAMAR AVE,37.724262,-122.458306
OCEAN AVE & OTSEGO AVE,37.72336,-122.44132
OCEAN AVE & OTSEGO AVE,37.72326,-122.44124
OCEAN AVE & PERSIA AVE,37.72382,-122.43589
OCEAN AVE & PHELAN AVE,37.723085,-122.45243
OCEAN AVE & SAN JOSE AVE,37.722857,-122.444971
OCEAN AVE & SAN JOSE AVE,37.723004,-122.444951
OCEAN AVE & SAN JOSE ST,37.7229,-122.4444
OCEAN AVE & SAN LEANDRO WAY,37.729989,-122.469097
OCEAN AVE & SAN LEANDRO WAY,37.729945,-122.469475
OCEAN AVE & VICTORIA ST,37.726029,-122.464337
OCEAN AVE & WESTGATE DR,37.727199,-122.46648
O'FARRELL ST & GRANT AVE,37.786642,-122.405629
O'FARRELL ST & HYDE ST,37.785369,-122.415774
O'FARRELL ST & JONES ST,37.7858,-122.41252
O'FARRELL ST & LARKIN ST,37.785093,-122.417998
O'FARRELL ST & LEAVENWORTH ST,37.785538,-122.414445
O'FARRELL ST & MASON ST,37.78604,-122.41065
O'FARRELL ST & POLK ST,37.78496,-122.41916
O'FARRELL ST & POWELL ST,37.786331,-122.408128
O'FARRELL ST & VAN NESS AVE,37.784657,-122.421415
US101 OFFRAMP/SAUSALITO LATERAL RD,37.83592,-122.48383
OAKPARK DR & FOREST KNOLLS DR,37.755304,-122.455411
OLYMPIA WAY & CLARENDON AVE,37.751494,-122.456224
OLYMPIA WAY & DELLBROOK AVE,37.751343,-122.454391
OLYMPIA WAY & DELLBROOK AVE,37.75128,-122.453073
OLYMPIA WAY & PANORAMA DR,37.751298,-122.452271
ORIZABA AVE & BROAD ST,37.713328,-122.462585
ORTEGA ST & 9TH AVE,37.752778,-122.465631
ORTEGA ST & 10TH AVE,37.752885,-122.466479
ORTEGA ST & 48TH AVE,37.750981,-122.507497
100 O'SHAUGHNESSY BLVD,37.744481,-122.450678
O'SHAUGHNESSY BLVD & DEL VALE AVE,37.741385,-122.446027
