"","ZipCode","Population","HouseholdsPerZipCode","PersonsPerHousehold","AverageHouseValue","IncomePerHousehold","Latitude","Longitude","CountyName","popden","electricity(kWh)","Nat.Gas(cu.ft.)","FUELOIL(gallons)","Vehiclemilestraveled","Transport(tCO2e/yr)","incomelevels","stoplevels","distance","number_of_stops"
"781","91755",26925,"8594","3.2",213700,41295,34.050937,-118.116556,"LOSANGELES"," 9,906 "," 6,535 "," 6,535 "," 6,535 "," 21,915 ",14.94,"$40K-$60K","0-25","within3km",94
"782","91759",35,"18","2.19",3e+05,26500,34.256088,-117.634246,"LOSANGELES","491"," 6,582 "," 6,582 "," 6,582 "," 22,158 ",14.74,"$0-$40K","0-25","within3km",0
"783","91765",46520,"14921","3.17",244300,69848,34.00014,-117.81618,"LOSANGELES"," 2,386 "," 9,494 "," 9,494 "," 9,494 "," 30,797 ",21.57,"$60K-$80K","0-25","within3km",50
"784","91766",69968,"17725","4.1",142800,41876,34.041742,-117.761853,"LOSANGELES"," 6,974 "," 7,968 "," 7,968 "," 7,968 "," 24,454 ",16.29,"$40K-$60K","0-25","within3km",120
"785","91767",46614,"13660","3.51",136400,40057,34.081735,-117.739135,"LOSANGELES"," 8,220 "," 7,555 "," 7,555 "," 7,555 "," 20,962 ",14.22,"$40K-$60K","0-25","within3km",176
"786","91768",36047,"8877","3.81",129600,35733,34.068163,-117.777676,"LOSANGELES"," 4,699 "," 7,641 "," 7,641 "," 7,641 "," 22,456 ",14.89,"$0-$40K","0-25","within3km",100
"787","91770",61605,"16621","3.77",180000,37896,34.0614,-118.08162,"LOSANGELES"," 9,328 "," 7,012 "," 7,012 "," 7,012 "," 21,538 ",14.42,"$0-$40K","0-25","within3km",136
"788","91773",33865,"11868","2.81",233000,63526,34.101639,-117.817521,"LOSANGELES"," 3,192 "," 8,762 "," 8,762 "," 8,762 "," 27,868 ",19.61,"$60K-$80K","0-25","within3km",64
"789","91775",23426,"8580","2.79",282400,56657,34.114495,-118.088673,"LOSANGELES"," 7,725 "," 7,787 "," 7,787 "," 7,787 "," 25,113 ",17.64,"$40K-$60K","0-25","within3km",155
"790","91776",38032,"11937","3.22",199900,38085,34.090524,-118.093459,"LOSANGELES"," 11,187 "," 6,431 "," 6,431 "," 6,431 "," 19,550 ",13.35,"$0-$40K","0-25","within3km",136
"791","91780",32714,"11588","2.9",232300,47575,34.1003,-118.0583,"LOSANGELES"," 8,402 "," 7,594 "," 7,594 "," 7,594 "," 23,809 ",16.44,"$40K-$60K","26-50","within3km",181
"792","91789",45106,"13207","3.46",275200,73943,34.0154,-117.858225,"LOSANGELES"," 2,672 "," 10,363 "," 10,363 "," 10,363 "," 34,572 ",23.98,"$60K-$80K","0-25","within3km",90
"793","91790",44085,"13083","3.39",182200,50825,34.066605,-117.938508,"LOSANGELES"," 7,677 "," 8,402 "," 8,402 "," 8,402 "," 26,558 ",18.14,"$40K-$60K","26-50","within3km",163
"794","91791",30442,"9997","3.1",221500,56216,34.063556,-117.892645,"LOSANGELES"," 4,524 "," 8,642 "," 8,642 "," 8,642 "," 27,167 ",18.8,"$40K-$60K","0-25","within3km",107
"795","91792",31620,"9157","3.51",184900,54074,34.02182,-117.897867,"LOSANGELES"," 8,333 "," 7,907 "," 7,907 "," 7,907 "," 27,556 ",18.84,"$40K-$60K","0-25","within3km",84
"796","91801",54381,"20052","2.77",214700,38229,34.089911,-118.130421,"LOSANGELES"," 12,802 "," 5,746 "," 5,746 "," 5,746 "," 18,439 ",12.79,"$0-$40K","26-50","within3km",200
"797","91803",30629,"10002","3.1",207400,41303,34.073612,-118.144828,"LOSANGELES"," 9,530 "," 6,398 "," 6,398 "," 6,398 "," 21,169 ",14.51,"$40K-$60K","26-50","within3km",211
"798","93510",7813,"2770","2.98",276500,65737,34.489202,-118.197221,"LOSANGELES","106"," 10,713 "," 10,713 "," 10,713 "," 40,336 ",27.3,"$60K-$80K","0-25","within3km",0
"799","93532",2760,"1142","2.61",139100,52222,34.672247,-118.425268,"LOSANGELES","19"," 7,361 "," 7,361 "," 7,361 "," 31,068 ",21.17,"$40K-$60K","0-25","within3km",0
"800","93534",35104,"14380","2.58",87900,31217,34.692638,-118.144902,"LOSANGELES"," 1,536 "," 7,344 "," 7,344 "," 7,344 "," 17,607 ",12.04,"$0-$40K","0-25","within3km",0
"801","93535",57791,"20126","3.17",92000,39747,34.7127,-117.90416,"LOSANGELES","233"," 9,103 "," 9,103 "," 9,103 "," 24,952 ",16.75,"$0-$40K","0-25","within3km",0
"802","93536",49303,"16093","2.91",140600,54223,34.77799,-118.46932,"LOSANGELES","193"," 9,651 "," 9,651 "," 9,651 "," 29,532 ",20.22,"$40K-$60K","0-25","within3km",0
"803","93543",11184,"3673","3.36",98000,43864,34.521949,-117.951259,"LOSANGELES","261"," 9,587 "," 9,587 "," 9,587 "," 32,487 ",21.51,"$40K-$60K","0-25","within3km",0
"804","93544",1201,"674","2.38",152400,44318,34.490529,-117.785114,"LOSANGELES","11"," 7,130 "," 7,130 "," 7,130 "," 32,263 ",21.65,"$40K-$60K","0-25","within3km",0
"805","93550",67213,"21686","3.39",96700,37484,34.568461,-118.062387,"LOSANGELES","613"," 8,758 "," 8,758 "," 8,758 "," 23,346 ",15.62,"$0-$40K","0-25","within3km",0
"806","93551",34036,"11378","3.18",165600,68057,34.601366,-118.189508,"LOSANGELES","533"," 11,352 "," 11,352 "," 11,352 "," 33,051 ",22.89,"$60K-$80K","0-25","within3km",0
"807","93552",25359,"7497","3.6",109200,50179,34.559961,-118.042134,"LOSANGELES"," 1,613 "," 10,831 "," 10,831 "," 10,831 "," 29,510 ",19.87,"$40K-$60K","0-25","within3km",0
"808","93553",1600,"744","2.55",120200,30417,34.470966,-117.896598,"LOSANGELES","33"," 6,837 "," 6,837 "," 6,837 "," 27,601 ",18.21,"$0-$40K","0-25","within3km",0
"809","93563",406,"137","2.78",212900,83367,34.429622,-117.797685,"LOSANGELES","11"," 10,865 "," 10,865 "," 10,865 "," 27,189 ",20.13,"$80K-$100K","0-25","within3km",0
"810","93591",6775,"2163","3.54",76600,38482,34.602708,-117.82965,"LOSANGELES","87"," 10,276 "," 10,276 "," 10,276 "," 33,769 ",22.02,"$0-$40K","0-25","within3km",0
