"","ZipCode","Population","HouseholdsPerZipCode","PersonsPerHousehold","AverageHouseValue","IncomePerHousehold","Latitude","Longitude","CountyName","popden","electricity(kWh)","Nat.Gas(cu.ft.)","FUELOIL(gallons)","Vehiclemilestraveled","Transport(tCO2e/yr)","incomelevels","stoplevels","distance","number_of_stops"
"1","90001",54481,"13302","4.35",138900,24207,33.974243,-118.245169,"LOSANGELES"," 15,688 "," 6,136 "," 6,136 "," 6,136 "," 15,862 ",10.22,"$0-$40K","51-75","within1km",59
"2","90002",44584,"11838","4.16",127700,22872,33.94938,-118.24506,"LOSANGELES"," 14,677 "," 6,566 "," 6,566 "," 6,566 "," 15,536 ",10.02,"$0-$40K","51-75","within1km",72
"3","90003",58187,"16071","4",134400,22346,33.963792,-118.274249,"LOSANGELES"," 16,441 "," 6,299 "," 6,299 "," 6,299 "," 14,614 ",9.46,"$0-$40K","51-75","within1km",69
"4","90004",67850,"23922","2.91",371100,27591,34.07668,-118.308976,"LOSANGELES"," 22,196 "," 4,646 "," 4,646 "," 4,646 "," 13,373 ",9.2,"$0-$40K","76-100","within1km",78
"5","90005",43014,"15905","2.8",392200,21998,34.058999,-118.312752,"LOSANGELES"," 37,518 "," 4,076 "," 4,076 "," 4,076 "," 11,004 ",7.55,"$0-$40K","101-125","within1km",108
"6","90006",62765,"19792","3.31",169000,20593,34.047977,-118.29082,"LOSANGELES"," 32,165 "," 4,469 "," 4,469 "," 4,469 "," 11,363 ",7.58,"$0-$40K","101-125","within1km",101
"7","90007",45021,"13548","3.07",172700,17644,34.028321,-118.28126,"LOSANGELES"," 16,238 "," 4,640 "," 4,640 "," 4,640 "," 11,420 ",7.56,"$0-$40K","101-125","within1km",104
"8","90008",30840,"14337","2.28",236000,30472,34.010666,-118.342797,"LOSANGELES"," 8,288 "," 5,986 "," 5,986 "," 5,986 "," 14,560 ",10.21,"$0-$40K","51-75","within1km",65
"9","90010",1943,"996","2.02",692700,32083,34.061603,-118.312405,"LOSANGELES"," 4,611 "," 4,178 "," 4,178 "," 4,178 "," 14,292 ",10.19,"$0-$40K","76-100","within1km",98
"10","90011",101214,"23721","4.65",140000,23851,34.008137,-118.258251,"LOSANGELES"," 23,246 "," 5,962 "," 5,962 "," 5,962 "," 13,670 ",8.77,"$0-$40K","76-100","within1km",83
"11","90012",30577,"8360","2.32",159500,20152,34.060732,-118.239742,"LOSANGELES"," 8,776 "," 3,887 "," 3,887 "," 3,887 "," 9,739 ",6.82,"$0-$40K","200+","within1km",216
"12","90013",9727,"4601","1.29",160000,8855,34.045071,-118.24142,"LOSANGELES"," 12,722 "," 2,683 "," 2,683 "," 2,683 "," 6,068 ",4.38,"$0-$40K","126-150","within1km",139
"13","90014",3518,"2587","1.23",37500,8633,34.043238,-118.250918,"LOSANGELES"," 12,160 "," 2,456 "," 2,456 "," 2,456 "," 6,004 ",4.34,"$0-$40K","200+","within1km",257
"14","90015",15134,"5339","2.96",205600,18533,34.039429,-118.265616,"LOSANGELES"," 9,156 "," 3,977 "," 3,977 "," 3,977 "," 10,034 ",6.76,"$0-$40K","200+","within1km",221
"15","90016",46968,"17359","2.85",161500,29079,34.02912,-118.354256,"LOSANGELES"," 13,047 "," 5,988 "," 5,988 "," 5,988 "," 15,771 ",10.76,"$0-$40K","26-50","within1km",49
"16","90017",20689,"7079","3.06",231700,14847,34.052987,-118.263686,"LOSANGELES"," 27,844 "," 3,878 "," 3,878 "," 3,878 "," 7,743 ",5.18,"$0-$40K","200+","within1km",217
"17","90018",47127,"16303","3.04",160600,23797,34.028777,-118.317258,"LOSANGELES"," 16,232 "," 5,601 "," 5,601 "," 5,601 "," 14,333 ",9.61,"$0-$40K","51-75","within1km",55
"18","90019",67510,"24955","2.79",245700,31501,34.048385,-118.34085,"LOSANGELES"," 17,141 "," 5,527 "," 5,527 "," 5,527 "," 14,858 ",10.31,"$0-$40K","51-75","within1km",62
"19","90020",42383,"17512","2.49",905400,24208,34.066295,-118.310212,"LOSANGELES"," 38,985 "," 3,952 "," 3,952 "," 3,952 "," 12,047 ",8.36,"$0-$40K","101-125","within1km",109
"20","90021",3003,"1507","1.7",171900,13053,34.029027,-118.239613,"LOSANGELES"," 1,509 "," 2,871 "," 2,871 "," 2,871 "," 8,051 ",5.72,"$0-$40K","26-50","within1km",41
"21","90022",68688,"17776","3.99",158900,27471,34.02181,-118.15153,"LOSANGELES"," 15,485 "," 6,110 "," 6,110 "," 6,110 "," 16,692 ",10.96,"$0-$40K","26-50","within1km",37
"22","90023",47468,"11285","4.39",157200,26884,34.023042,-118.202487,"LOSANGELES"," 9,119 "," 6,074 "," 6,074 "," 6,074 "," 16,392 ",10.65,"$0-$40K","51-75","within1km",67
"23","90024",44141,"17934","1.97",874500,47573,34.062979,-118.436315,"LOSANGELES"," 13,050 "," 4,994 "," 4,994 "," 4,994 "," 11,148 ",8.9,"$40K-$60K","51-75","within1km",67
"24","90025",41170,"21974","1.9",404400,47806,34.04346,-118.44974,"LOSANGELES"," 15,040 "," 4,954 "," 4,954 "," 4,954 "," 9,136 ",7.69,"$40K-$60K","51-75","within1km",56
"25","90026",73671,"26242","2.96",206900,28651,34.078589,-118.261469,"LOSANGELES"," 17,751 "," 5,106 "," 5,106 "," 5,106 "," 13,922 ",9.57,"$0-$40K","51-75","within1km",63
"26","90027",48715,"22977","2.16",423900,31820,34.12356,-118.28784,"LOSANGELES"," 6,018 "," 4,820 "," 4,820 "," 4,820 "," 13,667 ",9.75,"$0-$40K","0-25","within1km",4
"27","90028",30562,"15506","2.01",192500,21893,34.0998,-118.32648,"LOSANGELES"," 20,531 "," 3,904 "," 3,904 "," 3,904 "," 9,773 ",7,"$0-$40K","101-125","within1km",105
"28","90029",41697,"14093","3",217400,22043,34.089906,-118.293247,"LOSANGELES"," 30,731 "," 4,491 "," 4,491 "," 4,491 "," 12,326 ",8.31,"$0-$40K","76-100","within1km",86
"29","90031",38409,"10854","3.69",155700,25300,34.078622,-118.213537,"LOSANGELES"," 9,815 "," 5,508 "," 5,508 "," 5,508 "," 15,584 ",10.27,"$0-$40K","76-100","within1km",80
"30","90032",46942,"13156","3.64",151300,33445,34.080877,-118.17735,"LOSANGELES"," 9,993 "," 6,450 "," 6,450 "," 6,450 "," 19,749 ",13.17,"$0-$40K","51-75","within1km",55
"31","90033",49418,"13206","3.82",150800,22429,34.0496,-118.2103,"LOSANGELES"," 15,830 "," 5,170 "," 5,170 "," 5,170 "," 13,076 ",8.57,"$0-$40K","76-100","within1km",76
"32","90034",58199,"26656","2.24",321300,37231,34.030844,-118.39735,"LOSANGELES"," 18,837 "," 5,061 "," 5,061 "," 5,061 "," 15,897 ",11.33,"$0-$40K","51-75","within1km",58
"33","90035",27792,"13363","2.11",432300,50014,34.051996,-118.385858,"LOSANGELES"," 13,394 "," 5,861 "," 5,861 "," 5,861 "," 17,347 ",12.78,"$40K-$60K","51-75","within1km",54
"34","90036",32885,"17961","1.89",452600,47746,34.06998,-118.35006,"LOSANGELES"," 13,180 "," 5,242 "," 5,242 "," 5,242 "," 14,428 ",10.94,"$40K-$60K","51-75","within1km",59
"35","90037",56691,"16639","3.77",144000,20275,34.002954,-118.285884,"LOSANGELES"," 20,135 "," 5,605 "," 5,605 "," 5,605 "," 12,815 ",8.34,"$0-$40K","76-100","within1km",82
"36","90038",32557,"12591","2.65",225600,23306,34.091104,-118.34303,"LOSANGELES"," 21,092 "," 4,428 "," 4,428 "," 4,428 "," 11,980 ",8.24,"$0-$40K","51-75","within1km",53
"37","90039",29306,"11933","2.54",239900,45615,34.108695,-118.260592,"LOSANGELES"," 7,204 "," 6,134 "," 6,134 "," 6,134 "," 19,319 ",13.69,"$40K-$60K","26-50","within1km",33
"38","90040",9798,"2737","3.68",156200,35205,33.97698,-118.12884,"LOSANGELES"," 1,738 "," 6,816 "," 6,816 "," 6,816 "," 21,153 ",14.1,"$0-$40K","0-25","within1km",12
"39","90041",27864,"9691","2.82",218800,48439,34.1325,-118.20468,"LOSANGELES"," 7,790 "," 6,601 "," 6,601 "," 6,601 "," 21,434 ",15.04,"$40K-$60K","26-50","within1km",41
"40","90042",64660,"20697","3.27",159300,36064,34.11772,-118.19201,"LOSANGELES"," 13,989 "," 6,018 "," 6,018 "," 6,018 "," 18,619 ",12.68,"$0-$40K","51-75","within1km",63
"41","90043",44761,"16969","2.81",172700,34069,33.99044,-118.33808,"LOSANGELES"," 10,906 "," 6,864 "," 6,864 "," 6,864 "," 16,692 ",11.53,"$0-$40K","26-50","within1km",41
"42","90044",87366,"26977","3.55",141000,22091,33.953819,-118.292887,"LOSANGELES"," 16,946 "," 6,117 "," 6,117 "," 6,117 "," 14,038 ",9.23,"$0-$40K","51-75","within1km",55
"43","90045",39315,"16110","2.38",347800,56566,33.95496,-118.39674,"LOSANGELES"," 3,636 "," 6,885 "," 6,885 "," 6,885 "," 21,015 ",15.22,"$40K-$60K","51-75","within1km",51
"44","90046",49831,"29759","1.72",521500,37398,34.105576,-118.366794,"LOSANGELES"," 9,094 "," 4,847 "," 4,847 "," 4,847 "," 12,690 ",9.5,"$0-$40K","0-25","within1km",14
"45","90047",47105,"16686","3.01",153600,35142,33.95634,-118.309879,"LOSANGELES"," 10,667 "," 7,327 "," 7,327 "," 7,327 "," 17,982 ",12.32,"$0-$40K","26-50","within1km",41
"46","90048",21724,"12581","1.74",463200,47185,34.078992,-118.378957,"LOSANGELES"," 11,327 "," 5,263 "," 5,263 "," 5,263 "," 14,159 ",10.8,"$40K-$60K","76-100","within1km",83
"47","90049",33520,"17277","1.99",951400,84342,34.07986,-118.48756,"LOSANGELES"," 2,120 "," 6,578 "," 6,578 "," 6,578 "," 18,541 ",14.94,"$80K-$100K","0-25","within1km",0
"48","90056",8108,"3517","2.36",429700,72193,33.984248,-118.364182,"LOSANGELES"," 5,106 "," 7,738 "," 7,738 "," 7,738 "," 24,776 ",18.19,"$60K-$80K","26-50","within1km",39
"49","90057",43986,"15627","2.9",173000,19736,34.06284,-118.275378,"LOSANGELES"," 49,830 "," 3,970 "," 3,970 "," 3,970 "," 9,875 ",6.74,"$0-$40K","101-125","within1km",124
"50","90058",3624,"1000","3.64",139000,18729,34.0023,-118.21152,"LOSANGELES","845"," 4,956 "," 4,956 "," 4,956 "," 12,619 ",8.2,"$0-$40K","26-50","within1km",36
"51","90059",38123,"10112","4.04",130500,22151,33.93258,-118.24554,"LOSANGELES"," 11,713 "," 6,675 "," 6,675 "," 6,675 "," 15,764 ",10.16,"$0-$40K","51-75","within1km",62
"52","90061",24503,"6849","3.87",137300,26449,33.922004,-118.273645,"LOSANGELES"," 9,274 "," 6,609 "," 6,609 "," 6,609 "," 16,591 ",10.88,"$0-$40K","26-50","within1km",48
"53","90062",29279,"9612","3.31",147500,26901,34.003935,-118.309336,"LOSANGELES"," 15,135 "," 6,350 "," 6,350 "," 6,350 "," 15,332 ",10.27,"$0-$40K","51-75","within1km",71
"54","90063",55666,"13743","4.26",147200,30174,34.04082,-118.18588,"LOSANGELES"," 15,615 "," 6,319 "," 6,319 "," 6,319 "," 17,710 ",11.61,"$0-$40K","76-100","within1km",83
"55","90064",24489,"11216","2.23",452200,59923,34.03621,-118.4223,"LOSANGELES"," 6,109 "," 6,659 "," 6,659 "," 6,659 "," 16,211 ",12.45,"$40K-$60K","51-75","within1km",55
"56","90065",47524,"15105","3.3",189800,38271,34.10433,-118.228,"LOSANGELES"," 9,547 "," 6,487 "," 6,487 "," 6,487 "," 19,123 ",13.08,"$0-$40K","0-25","within1km",19
"57","90066",55194,"23748","2.36",341200,45089,33.99657,-118.43053,"LOSANGELES"," 11,396 "," 5,950 "," 5,950 "," 5,950 "," 17,977 ",12.89,"$40K-$60K","26-50","within1km",43
"58","90067",2524,"1724","1.59",761000,74830,34.0584,-118.41354,"LOSANGELES"," 8,284 "," 4,727 "," 4,727 "," 4,727 "," 11,675 ",10.41,"$60K-$80K","51-75","within1km",64
"59","90068",21713,"13632","1.74",495600,52890,34.117585,-118.332716,"LOSANGELES"," 2,701 "," 5,689 "," 5,689 "," 5,689 "," 16,877 ",12.7,"$40K-$60K","0-25","within1km",8
"60","90069",20395,"14422","1.5",769000,51215,34.09386,-118.38012,"LOSANGELES"," 9,599 "," 4,789 "," 4,789 "," 4,789 "," 9,733 ",8.3,"$40K-$60K","26-50","within1km",37
"61","90077",10465,"4415","2.47",899400,141527,34.101879,-118.449262,"LOSANGELES"," 1,204 "," 10,428 "," 10,428 "," 10,428 "," 34,240 ",26.79,"$100K+","0-25","within1km",0
"62","90201",105275,"24633","4.36",168700,30029,33.96822,-118.1694,"LOSANGELES"," 17,253 "," 6,225 "," 6,225 "," 6,225 "," 18,412 ",12.02,"$0-$40K","26-50","within1km",29
"63","90210",21396,"9166","2.47",1000001,112572,34.096629,-118.412426,"LOSANGELES"," 2,288 "," 9,150 "," 9,150 "," 9,150 "," 22,630 ",18.47,"$100K+","0-25","within1km",0
"64","90211",8313,"3980","2.22",662800,57746,34.065596,-118.380335,"LOSANGELES"," 12,125 "," 5,856 "," 5,856 "," 5,856 "," 18,305 ",13.64,"$40K-$60K","51-75","within1km",70
"65","90212",11347,"6029","1.99",893100,61039,34.061258,-118.401293,"LOSANGELES"," 12,463 "," 5,733 "," 5,733 "," 5,733 "," 11,109 ",9.42,"$60K-$80K","51-75","within1km",52
"66","90220",47303,"13065","3.83",135400,33997,33.890694,-118.239135,"LOSANGELES"," 6,879 "," 7,108 "," 7,108 "," 7,108 "," 19,348 ",12.9,"$0-$40K","26-50","within1km",34
"67","90221",51382,"11889","4.57",136900,31310,33.87954,-118.20054,"LOSANGELES"," 9,443 "," 6,887 "," 6,887 "," 6,887 "," 20,086 ",13.05,"$0-$40K","26-50","within1km",28
"68","90222",29823,"7632","4.15",133700,29520,33.910294,-118.23428,"LOSANGELES"," 10,794 "," 6,779 "," 6,779 "," 6,779 "," 18,499 ",12.11,"$0-$40K","26-50","within1km",28
"69","90230",31945,"13288","2.46",291500,51275,34.001758,-118.394799,"LOSANGELES"," 6,495 "," 6,076 "," 6,076 "," 6,076 "," 19,476 ",14.04,"$40K-$60K","26-50","within1km",34
"70","90232",15175,"6523","2.36",313100,46121,34.017186,-118.392827,"LOSANGELES"," 6,776 "," 6,152 "," 6,152 "," 6,152 "," 17,386 ",12.57,"$40K-$60K","51-75","within1km",62
"71","90240",24891,"8043","3.16",231700,55492,33.95659,-118.117011,"LOSANGELES"," 7,632 "," 8,154 "," 8,154 "," 8,154 "," 26,385 ",18.28,"$40K-$60K","0-25","within1km",18
"72","90241",40138,"13921","2.9",219500,43557,33.941342,-118.128849,"LOSANGELES"," 8,748 "," 6,771 "," 6,771 "," 6,771 "," 21,905 ",15.1,"$40K-$60K","26-50","within1km",28
"73","90242",42444,"12830","3.3",187600,42956,33.924668,-118.145537,"LOSANGELES"," 9,101 "," 6,586 "," 6,586 "," 6,586 "," 23,133 ",15.73,"$40K-$60K","0-25","within1km",15
"74","90245",16033,"7261","2.27",371900,61341,33.922235,-118.405515,"LOSANGELES"," 2,977 "," 6,463 "," 6,463 "," 6,463 "," 21,883 ",15.98,"$60K-$80K","26-50","within1km",25
"75","90247",47741,"16653","2.93",172600,35101,33.888929,-118.293965,"LOSANGELES"," 12,500 "," 5,544 "," 5,544 "," 5,544 "," 17,294 ",11.92,"$0-$40K","26-50","within1km",41
"76","90248",9944,"3397","2.99",176000,43125,33.881766,-118.281508,"LOSANGELES"," 2,189 "," 6,890 "," 6,890 "," 6,890 "," 23,188 ",15.85,"$40K-$60K","26-50","within1km",28
"77","90249",26433,"9208","2.95",179700,44451,33.89944,-118.31857,"LOSANGELES"," 8,443 "," 6,574 "," 6,574 "," 6,574 "," 21,329 ",14.78,"$40K-$60K","51-75","within1km",64
"78","90250",93314,"32550","2.95",182900,33656,33.913588,-118.352741,"LOSANGELES"," 13,599 "," 5,894 "," 5,894 "," 5,894 "," 17,290 ",11.85,"$0-$40K","26-50","within1km",36
"79","90254",18682,"9891","1.95",520400,81352,33.866022,-118.3958,"LOSANGELES"," 12,991 "," 6,237 "," 6,237 "," 6,237 "," 23,865 ",18.1,"$80K-$100K","26-50","within1km",44
"80","90255",78104,"19270","4.19",164800,30375,33.977659,-118.21003,"LOSANGELES"," 21,156 "," 5,915 "," 5,915 "," 5,915 "," 16,974 ",11.2,"$0-$40K","26-50","within1km",33
"81","90260",33299,"10329","3.31",186800,41404,33.888643,-118.348986,"LOSANGELES"," 12,034 "," 6,779 "," 6,779 "," 6,779 "," 20,571 ",14.09,"$40K-$60K","26-50","within1km",38
"82","90262",69830,"14977","4.7",146700,35846,33.924283,-118.201422,"LOSANGELES"," 14,256 "," 6,554 "," 6,554 "," 6,554 "," 21,652 ",14.16,"$0-$40K","26-50","within1km",28
"83","90265",19614,"8516","2.39",844500,100857,34.0452,-118.755045,"LOSANGELES","182"," 8,830 "," 8,830 "," 8,830 "," 27,472 ",20.99,"$100K+","0-25","within1km",0
"84","90266",33742,"14984","2.34",672500,100761,33.889903,-118.40173,"LOSANGELES"," 8,593 "," 8,126 "," 8,126 "," 8,126 "," 25,756 ",19.95,"$100K+","26-50","within1km",26
"85","90270",28083,"6701","4.33",156100,30480,33.9775,-118.186111,"LOSANGELES"," 21,808 "," 6,066 "," 6,066 "," 6,066 "," 18,294 ",11.98,"$0-$40K","26-50","within1km",28
"86","90272",22538,"9550","2.45",894700,122877,34.050355,-118.536152,"LOSANGELES","985"," 9,349 "," 9,349 "," 9,349 "," 28,476 ",22.49,"$100K+","26-50","within1km",26
"87","90274",24976,"9711","2.66",744500,117979,33.770281,-118.370717,"LOSANGELES"," 2,065 "," 9,804 "," 9,804 "," 9,804 "," 35,076 ",26.3,"$100K+","0-25","within1km",8
"88","90275",41261,"15757","2.66",560200,95643,33.766667,-118.366667,"LOSANGELES"," 3,008 "," 8,925 "," 8,925 "," 8,925 "," 32,016 ",23.5,"$80K-$100K","0-25","within1km",2
"89","90277",34174,"17739","2",446000,68263,33.832117,-118.378634,"LOSANGELES"," 9,411 "," 5,802 "," 5,802 "," 5,802 "," 21,546 ",16.13,"$60K-$80K","26-50","within1km",39
"90","90278",37316,"15850","2.41",323100,69614,33.870212,-118.373359,"LOSANGELES"," 10,468 "," 7,004 "," 7,004 "," 7,004 "," 23,793 ",17.46,"$60K-$80K","26-50","within1km",46
"91","90280",96260,"24236","4.15",161500,35744,33.94191,-118.192966,"LOSANGELES"," 13,185 "," 6,411 "," 6,411 "," 6,411 "," 20,699 ",13.72,"$0-$40K","0-25","within1km",23
"92","90290",5441,"2332","2.45",490700,88661,34.103133,-118.605058,"LOSANGELES","352"," 7,879 "," 7,879 "," 7,879 "," 32,930 ",23.85,"$80K-$100K","0-25","within1km",0
"93","90291",31018,"16233","1.98",372300,45769,33.99432,-118.46196,"LOSANGELES"," 12,661 "," 5,512 "," 5,512 "," 5,512 "," 15,837 ",11.7,"$40K-$60K","26-50","within1km",35
"94","90292",18057,"12583","1.65",385300,72215,33.98551,-118.45318,"LOSANGELES"," 8,404 "," 4,884 "," 4,884 "," 4,884 "," 17,783 ",14.07,"$60K-$80K","51-75","within1km",64
"95","90293",11252,"6373","1.82",552700,66425,33.990833,-118.459167,"LOSANGELES"," 3,852 "," 5,366 "," 5,366 "," 5,366 "," 22,365 ",16.6,"$60K-$80K","51-75","within1km",58
"96","90301",37507,"12536","3.06",158900,31306,33.955606,-118.349772,"LOSANGELES"," 15,009 "," 5,608 "," 5,608 "," 5,608 "," 16,109 ",11,"$0-$40K","26-50","within1km",47
"97","90302",30770,"11493","2.76",167400,32698,33.975166,-118.354659,"LOSANGELES"," 16,232 "," 5,779 "," 5,779 "," 5,779 "," 16,676 ",11.48,"$0-$40K","26-50","within1km",43
"98","90303",27773,"8216","3.66",174100,34751,33.934558,-118.327737,"LOSANGELES"," 14,243 "," 6,713 "," 6,713 "," 6,713 "," 18,722 ",12.58,"$0-$40K","26-50","within1km",27
"99","90304",28679,"6783","4.38",158900,29036,33.9378,-118.35624,"LOSANGELES"," 16,490 "," 6,039 "," 6,039 "," 6,039 "," 17,606 ",11.48,"$0-$40K","26-50","within1km",47
"100","90305",13763,"5796","2.44",190600,45711,33.960044,-118.33015,"LOSANGELES"," 5,191 "," 7,183 "," 7,183 "," 7,183 "," 20,149 ",14.23,"$40K-$60K","26-50","within1km",25
"101","90401",5201,"3766","1.44",432600,36461,34.014859,-118.491434,"LOSANGELES"," 6,686 "," 4,156 "," 4,156 "," 4,156 "," 10,486 ",8.18,"$0-$40K","76-100","within1km",98
"102","90402",11492,"5283","2.31",1000001,118553,34.036126,-118.501916,"LOSANGELES"," 5,840 "," 8,592 "," 8,592 "," 8,592 "," 25,813 ",20.72,"$100K+","0-25","within1km",21
"103","90403",23556,"14826","1.67",648400,54964,34.03135,-118.488451,"LOSANGELES"," 16,642 "," 5,038 "," 5,038 "," 5,038 "," 15,150 ",11.74,"$40K-$60K","76-100","within1km",76
"104","90404",19956,"9740","2.04",317400,39821,34.026281,-118.473218,"LOSANGELES"," 9,956 "," 5,171 "," 5,171 "," 5,171 "," 14,571 ",10.67,"$0-$40K","51-75","within1km",74
"105","90405",26089,"15308","1.81",508500,50540,34.009154,-118.4692,"LOSANGELES"," 9,849 "," 5,407 "," 5,407 "," 5,407 "," 14,558 ",11.15,"$40K-$60K","26-50","within1km",36
"106","90501",40697,"14438","2.92",257600,42117,33.82634,-118.314324,"LOSANGELES"," 7,230 "," 6,141 "," 6,141 "," 6,141 "," 20,304 ",14.06,"$40K-$60K","26-50","within1km",37
"107","90502",17038,"5780","2.92",185400,48601,33.8369,-118.2929,"LOSANGELES"," 7,587 "," 6,569 "," 6,569 "," 6,569 "," 22,569 ",15.71,"$40K-$60K","26-50","within1km",47
"108","90503",41970,"17145","2.47",335700,58127,33.841162,-118.357245,"LOSANGELES"," 7,802 "," 6,078 "," 6,078 "," 6,078 "," 22,018 ",15.88,"$40K-$60K","26-50","within1km",32
"109","90504",31664,"11829","2.71",238300,50587,33.870626,-118.328113,"LOSANGELES"," 7,012 "," 6,696 "," 6,696 "," 6,696 "," 23,192 ",16.24,"$40K-$60K","26-50","within1km",34
"110","90505",34855,"14187","2.49",383500,60737,33.810605,-118.34942,"LOSANGELES"," 6,086 "," 6,569 "," 6,569 "," 6,569 "," 22,979 ",16.57,"$60K-$80K","26-50","within1km",41
"111","90601",32039,"11530","2.85",213900,52800,34.003475,-118.035728,"LOSANGELES"," 3,393 "," 7,543 "," 7,543 "," 7,543 "," 24,715 ",17.22,"$40K-$60K","0-25","within1km",0
"112","90602",26253,"8421","3.08",215300,40695,33.9723,-118.0326,"LOSANGELES"," 6,257 "," 6,598 "," 6,598 "," 6,598 "," 21,461 ",14.67,"$40K-$60K","0-25","within1km",0
"113","90603",19101,"6828","2.8",219100,59328,33.943521,-117.991393,"LOSANGELES"," 5,610 "," 8,949 "," 8,949 "," 8,949 "," 28,414 ",19.77,"$40K-$60K","0-25","within1km",13
"114","90604",37869,"11970","3.22",185800,49836,33.9334,-118.0204,"LOSANGELES"," 8,956 "," 8,338 "," 8,338 "," 8,338 "," 26,330 ",18,"$40K-$60K","0-25","within1km",4
"115","90605",38180,"10388","3.75",174500,50630,33.9554,-118.0256,"LOSANGELES"," 7,233 "," 8,627 "," 8,627 "," 8,627 "," 27,610 ",18.68,"$40K-$60K","0-25","within1km",0
"116","90606",32143,"8693","3.66",166900,44440,33.977495,-118.065326,"LOSANGELES"," 8,480 "," 8,139 "," 8,139 "," 8,139 "," 25,010 ",16.84,"$40K-$60K","0-25","within1km",0
"117","90638",47548,"15052","3.1",211300,61724,33.905895,-118.007322,"LOSANGELES"," 5,948 "," 8,600 "," 8,600 "," 8,600 "," 28,071 ",19.58,"$60K-$80K","0-25","within1km",0
"118","90640",62416,"19500","3.28",199100,38773,34.015601,-118.110687,"LOSANGELES"," 7,058 "," 6,721 "," 6,721 "," 6,721 "," 20,550 ",13.98,"$0-$40K","0-25","within1km",0
"119","90650",103211,"27526","3.79",161000,46012,33.906949,-118.080646,"LOSANGELES"," 10,539 "," 7,758 "," 7,758 "," 7,758 "," 23,755 ",16.11,"$40K-$60K","26-50","within1km",27
"120","90660",63277,"16764","3.83",166700,41491,33.988278,-118.087492,"LOSANGELES"," 8,090 "," 8,119 "," 8,119 "," 8,119 "," 23,942 ",16.03,"$40K-$60K","0-25","within1km",6
"121","90670",16263,"4643","3.3",169200,46061,33.935496,-118.068192,"LOSANGELES"," 1,940 "," 7,567 "," 7,567 "," 7,567 "," 25,656 ",17.41,"$40K-$60K","0-25","within1km",12
"122","90701",16380,"4598","3.54",192300,44500,33.8661,-118.07916,"LOSANGELES"," 10,136 "," 7,451 "," 7,451 "," 7,451 "," 23,145 ",15.74,"$40K-$60K","0-25","within1km",14
"123","90703",51542,"15604","3.34",280500,72906,33.866635,-118.048458,"LOSANGELES"," 6,051 "," 9,162 "," 9,162 "," 9,162 "," 31,501 ",22.09,"$60K-$80K","0-25","within1km",5
"124","90704",3696,"1977","2.68",388100,39840,33.341632,-118.328099,"LOSANGELES","49"," 5,145 "," 5,145 "," 5,145 "," 11,767 ",8.78,"$0-$40K","0-25","within1km",0
"125","90706",72878,"24247","3.09",179800,39362,33.889662,-118.125714,"LOSANGELES"," 11,966 "," 6,376 "," 6,376 "," 6,376 "," 20,004 ",13.71,"$0-$40K","26-50","within1km",37
"126","90710",24640,"8583","2.96",232400,42299,33.7986,-118.299149,"LOSANGELES"," 10,963 "," 6,376 "," 6,376 "," 6,376 "," 21,422 ",14.74,"$40K-$60K","26-50","within1km",37
"127","90712",30171,"10858","2.82",202000,59347,33.850542,-118.146637,"LOSANGELES"," 5,044 "," 8,029 "," 8,029 "," 8,029 "," 26,038 ",18.31,"$40K-$60K","26-50","within1km",43
"128","90713",27549,"9741","2.85",210700,63458,33.849145,-118.108966,"LOSANGELES"," 8,113 "," 8,961 "," 8,961 "," 8,961 "," 27,674 ",19.47,"$60K-$80K","26-50","within1km",28
"129","90715",20884,"6363","3.36",182700,48927,33.841526,-118.078931,"LOSANGELES"," 12,327 "," 7,108 "," 7,108 "," 7,108 "," 25,026 ",17.12,"$40K-$60K","0-25","within1km",24
"130","90716",14850,"3621","4.24",140300,35153,33.853611,-118.133056,"LOSANGELES"," 15,593 "," 6,590 "," 6,590 "," 6,590 "," 21,264 ",14.01,"$0-$40K","26-50","within1km",47
"131","90717",21060,"8693","2.49",261500,42182,33.794247,-118.316838,"LOSANGELES"," 10,734 "," 6,053 "," 6,053 "," 6,053 "," 20,692 ",14.42,"$40K-$60K","26-50","within1km",46
"132","90723",55305,"14605","3.93",154300,36769,33.89799,-118.160755,"LOSANGELES"," 11,778 "," 6,200 "," 6,200 "," 6,200 "," 20,184 ",13.5,"$0-$40K","26-50","within1km",45
"133","90731",58622,"22468","2.63",238900,35910,33.74352,-118.27944,"LOSANGELES"," 7,634 "," 5,673 "," 5,673 "," 5,673 "," 17,677 ",12.26,"$0-$40K","26-50","within1km",44
"134","90732",21264,"9553","2.39",299100,63614,33.7639,-118.3068,"LOSANGELES"," 5,532 "," 7,042 "," 7,042 "," 7,042 "," 24,235 ",17.49,"$60K-$80K","0-25","within1km",10
"135","90744",53308,"14583","3.8",160400,30259,33.790817,-118.252989,"LOSANGELES"," 5,331 "," 5,776 "," 5,776 "," 5,776 "," 18,356 ",12.14,"$0-$40K","26-50","within1km",34
"136","90745",55473,"15182","3.74",177700,50610,33.82608,-118.26222,"LOSANGELES"," 6,896 "," 7,346 "," 7,346 "," 7,346 "," 26,187 ",17.8,"$40K-$60K","0-25","within1km",21
