"","ZipCode","Population","HouseholdsPerZipCode","PersonsPerHousehold","AverageHouseValue","IncomePerHousehold","Latitude","Longitude","CountyName","popden","electricity(kWh)","Nat.Gas(cu.ft.)","FUELOIL(gallons)","Vehiclemilestraveled","Transport(tCO2e/yr)","within1km","within2km","within3km","incomelevels","stoplevels"
"219","91602",16978,"9704","1.82",383900,47989,34.151673,-118.365113,"LOSANGELES"," 7,928 "," 5,495 "," 5,495 "," 5,495 "," 17,936 ",13.14,34,113,261,"$40K-$60K","26-50"
"220","91604",26137,"14124","1.89",457700,60299,34.1412,-118.39092,"LOSANGELES"," 5,241 "," 6,406 "," 6,406 "," 6,406 "," 16,647 ",12.82,35,97,203,"$60K-$80K","26-50"
"221","91605",57129,"15737","3.69",169500,32168,34.208387,-118.402459,"LOSANGELES"," 10,364 "," 6,407 "," 6,407 "," 6,407 "," 19,196 ",12.76,23,110,230,"$0-$40K","0-25"
"222","91606",45348,"15124","3.06",170100,31806,34.186304,-118.389143,"LOSANGELES"," 12,729 "," 6,002 "," 6,002 "," 6,002 "," 17,833 ",12.08,39,123,296,"$0-$40K","26-50"
"223","91607",27439,"13085","2.11",304200,40565,34.16478,-118.39986,"LOSANGELES"," 11,688 "," 5,709 "," 5,709 "," 5,709 "," 17,763 ",12.64,50,135,332,"$40K-$60K","51-75"
"224","91702",57765,"15847","3.63",146700,42108,34.126437,-117.902565,"LOSANGELES"," 2,680 "," 7,688 "," 7,688 "," 7,688 "," 23,116 ",15.6,20,59,125,"$40K-$60K","0-25"
"225","91706",76889,"17715","4.43",146600,41621,34.08924,-117.96372,"LOSANGELES"," 5,653 "," 7,775 "," 7,775 "," 7,775 "," 26,059 ",17.18,32,67,129,"$40K-$60K","26-50"
"226","91711",34715,"11746","2.58",252400,66663,34.11306,-117.717241,"LOSANGELES"," 2,495 "," 8,956 "," 8,956 "," 8,956 "," 24,016 ",17.44,17,54,103,"$60K-$80K","0-25"
"227","91722",33803,"10451","3.29",169500,50126,34.097211,-117.904601,"LOSANGELES"," 8,015 "," 8,396 "," 8,396 "," 8,396 "," 25,697 ",17.6,10,61,144,"$40K-$60K","0-25"
"228","91723",17552,"6449","2.76",187800,42100,34.085167,-117.884814,"LOSANGELES"," 7,722 "," 7,027 "," 7,027 "," 7,027 "," 21,211 ",14.65,28,72,153,"$40K-$60K","26-50"
"229","91724",25062,"8507","2.98",205900,59158,34.089819,-117.856778,"LOSANGELES"," 4,275 "," 8,758 "," 8,758 "," 8,758 "," 28,606 ",19.85,14,55,107,"$40K-$60K","0-25"
"230","91731",30206,"7778","3.96",160600,30942,34.076836,-118.040838,"LOSANGELES"," 8,140 "," 6,594 "," 6,594 "," 6,594 "," 19,772 ",13,58,163,286,"$0-$40K","51-75"
"231","91732",62659,"14877","4.27",156800,34141,34.073305,-118.012655,"LOSANGELES"," 12,701 "," 7,094 "," 7,094 "," 7,094 "," 21,081 ",13.85,38,116,237,"$0-$40K","26-50"
"232","91733",45640,"10116","4.6",157600,32644,34.04778,-118.04478,"LOSANGELES"," 6,973 "," 6,892 "," 6,892 "," 6,892 "," 20,470 ",13.33,18,59,157,"$0-$40K","0-25"
"233","91740",25117,"8490","2.93",188900,52696,34.1156,-117.8563,"LOSANGELES"," 5,247 "," 8,434 "," 8,434 "," 8,434 "," 25,983 ",17.97,9,65,159,"$40K-$60K","0-25"
"234","91741",24967,"8883","2.83",273000,67419,34.1452,-117.8532,"LOSANGELES"," 2,572 "," 9,706 "," 9,706 "," 9,706 "," 30,923 ",21.64,11,53,96,"$60K-$80K","0-25"
"235","91744",84950,"18835","4.59",148600,46792,34.031085,-117.93634,"LOSANGELES"," 9,830 "," 8,659 "," 8,659 "," 8,659 "," 26,952 ",17.9,8,50,134,"$40K-$60K","0-25"
"236","91745",53682,"16464","3.32",231500,59642,33.997817,-117.964862,"LOSANGELES"," 4,030 "," 8,983 "," 8,983 "," 8,983 "," 29,105 ",20.08,12,42,95,"$40K-$60K","0-25"
"237","91746",30795,"6931","4.52",153200,44189,34.048277,-117.982221,"LOSANGELES"," 4,354 "," 8,839 "," 8,839 "," 8,839 "," 28,494 ",18.75,11,58,106,"$40K-$60K","0-25"
"238","91748",46324,"13828","3.44",215200,51640,33.98268,-117.89802,"LOSANGELES"," 3,203 "," 8,377 "," 8,377 "," 8,377 "," 25,572 ",17.56,12,27,48,"$40K-$60K","0-25"
"239","91750",35512,"12894","2.74",239300,60366,34.117526,-117.770153,"LOSANGELES"," 1,643 "," 8,966 "," 8,966 "," 8,966 "," 28,735 ",20.03,12,28,51,"$60K-$80K","0-25"
"240","91754",33263,"11664","2.95",218700,40267,34.0502,-118.1489,"LOSANGELES"," 7,107 "," 6,528 "," 6,528 "," 6,528 "," 19,824 ",13.68,14,97,226,"$40K-$60K","0-25"
"241","91755",26925,"8594","3.2",213700,41295,34.050937,-118.116556,"LOSANGELES"," 9,906 "," 6,535 "," 6,535 "," 6,535 "," 21,915 ",14.94,0,30,94,"$40K-$60K","0-25"
"242","91759",35,"18","2.19",3e+05,26500,34.256088,-117.634246,"LOSANGELES","491"," 6,582 "," 6,582 "," 6,582 "," 22,158 ",14.74,0,0,0,"$0-$40K","0-25"
"243","91765",46520,"14921","3.17",244300,69848,34.00014,-117.81618,"LOSANGELES"," 2,386 "," 9,494 "," 9,494 "," 9,494 "," 30,797 ",21.57,12,33,50,"$60K-$80K","0-25"
"244","91766",69968,"17725","4.1",142800,41876,34.041742,-117.761853,"LOSANGELES"," 6,974 "," 7,968 "," 7,968 "," 7,968 "," 24,454 ",16.29,0,49,120,"$40K-$60K","0-25"
"245","91767",46614,"13660","3.51",136400,40057,34.081735,-117.739135,"LOSANGELES"," 8,220 "," 7,555 "," 7,555 "," 7,555 "," 20,962 ",14.22,18,78,176,"$40K-$60K","0-25"
"246","91768",36047,"8877","3.81",129600,35733,34.068163,-117.777676,"LOSANGELES"," 4,699 "," 7,641 "," 7,641 "," 7,641 "," 22,456 ",14.89,17,56,100,"$0-$40K","0-25"
"247","91770",61605,"16621","3.77",180000,37896,34.0614,-118.08162,"LOSANGELES"," 9,328 "," 7,012 "," 7,012 "," 7,012 "," 21,538 ",14.42,18,62,136,"$0-$40K","0-25"
"248","91773",33865,"11868","2.81",233000,63526,34.101639,-117.817521,"LOSANGELES"," 3,192 "," 8,762 "," 8,762 "," 8,762 "," 27,868 ",19.61,7,31,64,"$60K-$80K","0-25"
"249","91775",23426,"8580","2.79",282400,56657,34.114495,-118.088673,"LOSANGELES"," 7,725 "," 7,787 "," 7,787 "," 7,787 "," 25,113 ",17.64,12,75,155,"$40K-$60K","0-25"
"250","91776",38032,"11937","3.22",199900,38085,34.090524,-118.093459,"LOSANGELES"," 11,187 "," 6,431 "," 6,431 "," 6,431 "," 19,550 ",13.35,8,79,136,"$0-$40K","0-25"
"251","91780",32714,"11588","2.9",232300,47575,34.1003,-118.0583,"LOSANGELES"," 8,402 "," 7,594 "," 7,594 "," 7,594 "," 23,809 ",16.44,28,78,181,"$40K-$60K","26-50"
"252","91789",45106,"13207","3.46",275200,73943,34.0154,-117.858225,"LOSANGELES"," 2,672 "," 10,363 "," 10,363 "," 10,363 "," 34,572 ",23.98,9,34,90,"$60K-$80K","0-25"
"253","91790",44085,"13083","3.39",182200,50825,34.066605,-117.938508,"LOSANGELES"," 7,677 "," 8,402 "," 8,402 "," 8,402 "," 26,558 ",18.14,25,72,163,"$40K-$60K","26-50"
"254","91791",30442,"9997","3.1",221500,56216,34.063556,-117.892645,"LOSANGELES"," 4,524 "," 8,642 "," 8,642 "," 8,642 "," 27,167 ",18.8,10,62,107,"$40K-$60K","0-25"
"255","91792",31620,"9157","3.51",184900,54074,34.02182,-117.897867,"LOSANGELES"," 8,333 "," 7,907 "," 7,907 "," 7,907 "," 27,556 ",18.84,16,47,84,"$40K-$60K","0-25"
"256","91801",54381,"20052","2.77",214700,38229,34.089911,-118.130421,"LOSANGELES"," 12,802 "," 5,746 "," 5,746 "," 5,746 "," 18,439 ",12.79,31,100,200,"$0-$40K","26-50"
"257","91803",30629,"10002","3.1",207400,41303,34.073612,-118.144828,"LOSANGELES"," 9,530 "," 6,398 "," 6,398 "," 6,398 "," 21,169 ",14.51,26,87,211,"$40K-$60K","26-50"
"258","93510",7813,"2770","2.98",276500,65737,34.489202,-118.197221,"LOSANGELES","106"," 10,713 "," 10,713 "," 10,713 "," 40,336 ",27.3,0,0,0,"$60K-$80K","0-25"
"259","93532",2760,"1142","2.61",139100,52222,34.672247,-118.425268,"LOSANGELES","19"," 7,361 "," 7,361 "," 7,361 "," 31,068 ",21.17,0,0,0,"$40K-$60K","0-25"
"260","93534",35104,"14380","2.58",87900,31217,34.692638,-118.144902,"LOSANGELES"," 1,536 "," 7,344 "," 7,344 "," 7,344 "," 17,607 ",12.04,0,0,0,"$0-$40K","0-25"
"261","93535",57791,"20126","3.17",92000,39747,34.7127,-117.90416,"LOSANGELES","233"," 9,103 "," 9,103 "," 9,103 "," 24,952 ",16.75,0,0,0,"$0-$40K","0-25"
"262","93536",49303,"16093","2.91",140600,54223,34.77799,-118.46932,"LOSANGELES","193"," 9,651 "," 9,651 "," 9,651 "," 29,532 ",20.22,0,0,0,"$40K-$60K","0-25"
"263","93543",11184,"3673","3.36",98000,43864,34.521949,-117.951259,"LOSANGELES","261"," 9,587 "," 9,587 "," 9,587 "," 32,487 ",21.51,0,0,0,"$40K-$60K","0-25"
"264","93544",1201,"674","2.38",152400,44318,34.490529,-117.785114,"LOSANGELES","11"," 7,130 "," 7,130 "," 7,130 "," 32,263 ",21.65,0,0,0,"$40K-$60K","0-25"
"265","93550",67213,"21686","3.39",96700,37484,34.568461,-118.062387,"LOSANGELES","613"," 8,758 "," 8,758 "," 8,758 "," 23,346 ",15.62,0,0,0,"$0-$40K","0-25"
"266","93551",34036,"11378","3.18",165600,68057,34.601366,-118.189508,"LOSANGELES","533"," 11,352 "," 11,352 "," 11,352 "," 33,051 ",22.89,0,0,0,"$60K-$80K","0-25"
"267","93552",25359,"7497","3.6",109200,50179,34.559961,-118.042134,"LOSANGELES"," 1,613 "," 10,831 "," 10,831 "," 10,831 "," 29,510 ",19.87,0,0,0,"$40K-$60K","0-25"
"268","93553",1600,"744","2.55",120200,30417,34.470966,-117.896598,"LOSANGELES","33"," 6,837 "," 6,837 "," 6,837 "," 27,601 ",18.21,0,0,0,"$0-$40K","0-25"
"269","93563",406,"137","2.78",212900,83367,34.429622,-117.797685,"LOSANGELES","11"," 10,865 "," 10,865 "," 10,865 "," 27,189 ",20.13,0,0,0,"$80K-$100K","0-25"
"270","93591",6775,"2163","3.54",76600,38482,34.602708,-117.82965,"LOSANGELES","87"," 10,276 "," 10,276 "," 10,276 "," 33,769 ",22.02,0,0,0,"$0-$40K","0-25"
